Precinct	total_votes	votes|Michael W. Frerichs	votes|Jim Dodge	votes|Michael Leheney
31019	250	207	28	15
31020	242	198	36	8
31021	251	212	25	14
31022	232	194	23	15
31023	275	220	43	12
31024	268	220	37	11
31025	259	215	34	10
31026	312	255	52	5
31027	300	246	44	10
31028	227	176	36	15
31029	288	236	39	13
31030	210	183	18	9
31031	227	178	38	11
31032	229	189	31	9
31033	233	183	36	14
31034	264	207	42	15
31035	301	253	36	12
31036	301	255	31	15
31037	267	219	32	16
31038	215	190	16	9
31039	314	279	25	10
31040	312	259	36	17
31041	239	207	23	9
32001	630	502	99	29
32002	613	470	123	20
32003	627	541	59	27
32004	545	438	85	22
32005	581	468	98	15
32006	674	552	99	23
32007	622	478	124	20
32008	710	512	173	25
32009	545	420	104	21
32010	607	449	142	16
32011	518	467	34	17
32012	420	366	37	17
32013	619	433	159	27
32014	594	508	63	23
32015	573	438	116	19
32016	587	479	89	19
32017	571	505	48	18
32018	533	362	155	16
32019	578	465	93	20
32020	547	494	34	19
32021	624	484	121	19
32022	726	632	70	24
32023	646	481	146	19
32024	454	305	130	19
32025	584	455	109	20
32026	643	558	56	29
32027	559	389	155	15
32028	584	519	46	19
32029	644	534	84	26
32030	601	420	156	25
32031	610	465	119	26
32032	648	514	102	32
32033	606	462	129	15
32034	641	531	83	27
32035	618	468	132	18
32036	642	502	121	19
32037	580	472	81	27
32038	541	424	100	17
32039	654	437	191	26
32040	644	508	108	28
32041	613	468	125	20
32042	534	401	120	13
32043	543	470	57	16
33001	534	469	51	14
33002	704	590	83	31
33003	757	655	68	34
33004	743	613	99	31
33005	513	427	61	25
33006	485	405	66	14
33007	622	530	67	25
33008	752	655	75	22
33009	616	475	107	34
33010	535	422	79	34
33011	615	518	76	21
33012	539	446	68	25
33013	543	460	63	20
33014	288	233	40	15
33015	542	477	50	15
33016	724	595	98	31
33017	614	499	88	27
33018	754	650	73	31
33019	628	512	89	27
33020	645	562	55	28
33021	580	493	56	31
33022	503	400	74	29
33023	601	507	60	34
33024	746	623	100	23
33025	681	572	84	25
33026	453	401	29	23
33027	626	533	72	21
33028	538	486	31	21
34001	413	399	5	9
34002	312	307	2	3
34003	391	373	11	7
34004	287	273	9	5
34005	333	317	5	11
34006	439	411	20	8
34007	429	404	9	16
34008	317	303	7	7
34009	261	243	11	7
34010	369	349	8	12
34011	323	308	5	10
34012	420	401	7	12
34013	373	356	9	8
34014	296	278	11	7
34015	333	318	6	9
34016	316	299	10	7
34017	483	462	8	13
34018	294	272	10	12
34019	407	384	10	13
34020	430	417	7	6
34021	451	431	13	7
34022	381	358	11	12
34023	300	289	5	6
34024	338	325	6	7
34025	574	551	9	14
34026	406	391	3	12
34027	322	310	6	6
34028	246	236	4	6
34029	302	287	5	10
34030	374	360	8	6
34031	322	308	6	8
34032	377	360	7	10
34033	308	291	10	7
34034	397	382	8	7
34035	416	395	7	14
34036	337	322	6	9
34037	223	210	11	2
34038	178	166	8	4
34039	267	251	5	11
34040	411	398	7	6
34041	231	220	6	5
34042	370	352	9	9
34043	346	331	5	10
34044	383	362	14	7
34045	405	386	9	10
34046	257	247	4	6
34047	364	348	10	6
34048	393	379	9	5
34049	351	339	6	6
34050	307	293	10	4
34051	393	371	12	10
34052	290	281	3	6
34053	235	224	6	5
35001	495	428	51	16
35002	546	471	56	19
35003	442	394	24	24
35004	466	384	64	18
35005	440	381	39	20
35006	456	390	33	33
35007	482	441	24	17
35008	511	451	40	20
35009	431	353	69	9
35010	632	579	36	17
35011	543	471	57	15
35012	312	267	29	16
35013	322	284	26	12
35014	320	275	34	11
35015	579	514	50	15
35016	253	228	13	12
35017	544	484	43	17
35018	302	269	22	11
35019	254	221	25	8
35020	415	346	47	22
35021	415	367	31	17
35022	580	496	46	38
35023	481	406	50	25
35024	429	363	44	22
35025	543	478	47	18
35026	414	337	56	21
35027	395	317	59	19
35028	465	399	39	27
35029	411	345	50	16
35030	452	374	57	21
35031	494	403	64	27
36001	356	288	56	12
36002	347	283	50	14
36003	335	275	42	18
36004	351	297	42	12
36005	339	290	35	14
36006	314	267	37	10
36007	468	304	143	21
36008	266	221	26	19
36009	338	286	39	13
36010	464	362	83	19
36011	264	213	37	14
36012	235	200	23	12
36013	256	225	21	10
36014	395	304	77	14
36015	402	295	91	16
36016	405	313	79	13
36017	447	342	93	12
36018	403	297	91	15
36019	436	360	56	20
36020	418	315	85	18
36021	289	235	41	13
36022	291	258	26	7
36023	309	258	37	14
36024	378	283	79	16
36025	369	314	41	14
36026	379	257	103	19
36027	382	297	71	14
36028	347	245	92	10
36029	410	284	97	29
36030	378	290	67	21
37001	238	215	14	9
37002	293	268	16	9
37003	267	245	10	12
37004	277	253	20	4
37005	378	358	14	6
37006	392	376	10	6
37007	266	249	13	4
37008	256	234	11	11
37009	369	353	6	10
37010	416	388	13	15
37011	237	227	5	5
37012	268	248	13	7
37013	252	236	5	11
37014	364	344	14	6
37015	355	337	4	14
37016	390	363	16	11
37017	284	260	14	10
37018	308	286	13	9
37019	244	230	8	6
37020	290	278	6	6
37021	331	293	25	13
37022	313	276	30	7
37023	327	312	10	5
37024	385	371	8	6
37025	312	293	6	13
37026	451	419	17	15
37027	319	300	9	10
37028	294	268	20	6
37029	313	289	13	11
37030	340	332	6	2
37031	359	340	11	8
37032	310	290	11	9
37033	365	341	12	12
37034	327	308	12	7
37035	359	346	5	8
37036	341	322	6	13
37037	385	359	11	15
37038	343	319	16	8
37039	322	299	14	9
37040	357	339	7	11
37041	350	327	13	10
38001	396	300	77	19
38002	461	199	249	13
38003	406	262	133	11
38004	391	231	139	21
38005	432	267	142	23
38006	411	249	146	16
38007	382	222	146	14
38008	380	234	126	20
38009	456	263	173	20
38010	333	219	95	19
38011	370	258	96	16
38012	420	212	195	13
38013	436	263	158	15
38014	452	307	130	15
38015	378	268	89	21
38016	403	260	128	15
38017	525	297	209	19
38018	469	290	169	10
38019	486	302	158	26
38020	430	249	164	17
38021	361	256	93	12
38022	410	296	96	18
38023	434	311	113	10
38024	444	257	174	13
38025	368	259	91	18
38026	437	292	130	15
38027	418	276	129	13
38028	509	284	207	18
38029	412	290	100	22
38030	409	254	135	20
38031	428	308	100	20
38032	421	281	120	20
38033	421	294	106	21
38034	431	333	77	21
38035	435	329	84	22
38036	388	288	85	15
38037	425	320	100	5
38038	401	257	121	23
38039	452	336	100	16
38040	440	296	115	29
38041	398	313	74	11
39001	468	299	157	12
39002	461	266	183	12
39003	510	397	95	18
39004	419	267	136	16
39005	463	323	117	23
39006	426	343	64	19
39007	414	332	73	9
39008	466	378	72	16
39009	428	316	88	24
39010	225	195	23	7
39011	401	288	85	28
39012	593	500	60	33
39013	379	274	90	15
39014	492	369	98	25
39015	516	308	193	15
39016	366	282	71	13
39017	486	361	107	18
39018	436	332	84	20
39019	469	364	85	20
39020	566	352	192	22
39021	422	244	157	21
39022	386	298	72	16
39023	479	288	168	23
39024	586	342	222	22
39025	395	323	59	13
39026	434	272	149	13
39027	81	53	26	2
39028	563	454	85	24
39029	257	219	28	10
39030	547	454	76	17
39031	381	302	58	21
39032	398	259	126	13
39033	501	388	98	15
39034	504	389	92	23
39035	456	352	84	20
39036	126	104	18	4
39037	465	320	129	16
39038	277	203	68	6
39039	294	210	75	9
39040	424	284	129	11
39041	496	322	159	15
39042	502	276	210	16
39043	502	302	183	17
39044	359	225	128	6
39045	454	289	150	15
40001	413	321	78	14
40002	432	344	70	18
40003	650	570	62	18
40004	288	233	43	12
40005	528	444	66	18
40006	634	557	56	21
40007	521	436	62	23
40008	677	582	63	32
40009	408	329	58	21
40010	473	388	65	20
40011	551	465	61	25
40012	453	369	68	16
40013	838	744	72	22
40014	403	319	68	16
40015	446	362	69	15
40016	711	611	70	30
40017	416	339	63	14
40018	383	332	36	15
40019	572	461	91	20
40020	513	427	70	16
40021	579	493	68	18
40022	589	516	49	24
40023	627	550	55	22
40024	405	327	66	12
40025	628	553	46	29
40026	562	508	40	14
40027	708	595	83	30
40028	566	489	55	22
40029	479	370	89	20
40030	425	322	92	11
40031	587	536	42	9
40032	591	514	57	20
40033	522	472	35	15
40034	422	327	75	20
40035	343	263	62	18
40036	499	417	60	22
40037	470	411	49	10
40038	659	585	59	15
40039	188	164	21	3
41001	427	223	188	16
41002	436	201	221	14
41003	451	269	160	22
41004	473	280	177	16
41005	550	309	210	31
41006	562	311	234	17
41007	526	285	219	22
41008	463	251	193	19
41009	454	279	156	19
41010	496	293	195	8
41011	521	268	231	22
41012	455	269	174	12
41013	553	304	236	13
41014	541	327	194	20
41015	585	343	221	21
41016	427	248	166	13
41017	464	258	190	16
41018	442	248	179	15
41019	551	323	210	18
41020	345	189	143	13
41021	508	301	188	19
41022	524	275	233	16
41023	468	209	241	18
41024	409	200	193	16
41025	368	221	132	15
41026	466	255	187	24
41027	383	203	165	15
41028	467	311	128	28
41029	329	194	117	18
41030	478	261	196	21
41031	509	294	194	21
41032	388	233	139	16
41033	451	248	189	14
41034	416	242	165	9
41035	569	299	242	28
41036	466	270	176	20
41037	522	321	182	19
41038	442	245	185	12
41039	500	282	200	18
41040	499	229	248	22
41041	487	253	218	16
41042	453	255	189	9
41043	495	286	199	10
41044	488	226	243	19
41045	446	256	174	16
41046	492	276	202	14
41047	498	286	194	18
42001	531	368	156	7
42002	651	490	138	23
42003	620	476	117	27
42004	1190	826	339	25
42005	533	374	142	17
42006	583	418	150	15
42007	743	503	229	11
42008	534	401	119	14
42009	720	534	148	38
42010	824	613	191	20
42011	413	263	144	6
42012	534	365	153	16
42013	513	353	148	12
42014	791	543	226	22
42015	689	448	225	16
42016	634	455	156	23
42017	839	560	262	17
42018	679	466	189	24
42019	764	523	221	20
42020	707	456	234	17
42021	664	487	148	29
42022	324	202	111	11
42023	685	445	221	19
42024	630	440	178	12
42025	634	406	207	21
42026	838	575	231	32
42027	440	322	105	13
42028	657	463	181	13
42029	661	460	180	21
42030	516	346	158	12
42031	747	473	251	23
42032	683	438	224	21
42033	692	536	138	18
42034	524	344	171	9
42035	784	590	176	18
42036	1025	737	256	32
42037	460	320	126	14
42038	581	397	166	18
42039	870	611	233	26
42040	842	642	183	17
42041	638	452	150	36
42042	1023	740	247	36
43001	312	237	64	11
43002	660	447	184	29
43003	582	395	165	22
43004	712	487	211	14
43005	540	396	122	22
43006	481	329	134	18
43007	387	279	100	8
43008	444	319	115	10
43009	605	439	142	24
43010	729	516	202	11
43011	566	384	164	18
43012	427	305	109	13
43013	561	441	100	20
43014	618	415	183	20
43015	595	414	164	17
43016	726	509	186	31
43017	471	317	146	8
43018	696	495	185	16
43019	659	489	156	14
43020	678	515	135	28
43021	675	471	177	27
43022	422	325	81	16
43023	437	319	101	17
43024	462	325	124	13
43025	483	362	113	8
43026	392	294	90	8
43027	589	427	142	20
43028	764	554	192	18
43029	572	406	146	20
43030	650	468	166	16
43031	587	427	140	20
43032	625	460	152	13
43033	605	408	183	14
43034	433	325	93	15
43035	661	455	188	18
43036	333	263	60	10
43037	656	506	128	22
43038	495	326	158	11
43039	564	408	140	16
43040	440	319	103	18
43041	782	588	173	21
43042	571	448	112	11
43043	561	384	170	7
43044	583	415	151	17
43045	362	279	75	8
43046	354	270	71	13
44001	956	792	135	29
44002	621	474	126	21
44003	396	323	67	6
44004	566	431	118	17
44005	706	595	90	21
44006	784	630	124	30
44007	453	332	110	11
44008	887	721	138	28
44009	621	489	117	15
44010	639	464	148	27
44011	699	528	150	21
44012	666	541	113	12
44013	531	378	139	14
44014	592	462	112	18
44015	564	466	81	17
44016	736	560	147	29
44017	846	709	109	28
44018	695	539	135	21
44019	774	637	124	13
44020	678	564	95	19
44021	791	657	111	23
44022	666	532	122	12
44023	632	529	86	17
44024	469	363	95	11
44025	641	504	120	17
44026	755	625	107	23
44027	769	588	156	25
44028	589	503	68	18
44029	691	521	151	19
44030	774	587	157	30
44031	545	420	100	25
44032	712	548	144	20
44033	670	584	67	19
44034	659	557	81	21
44035	764	618	126	20
44036	659	519	121	19
44037	700	590	88	22
44038	641	465	153	23
44039	678	516	145	17
44040	614	439	144	31
44041	806	665	119	22
45001	392	323	47	22
45002	461	391	51	19
45003	436	335	78	23
45004	585	465	105	15
45005	490	364	95	31
45006	650	515	114	21
45007	695	525	154	16
45008	481	371	89	21
45009	450	340	92	18
45010	475	343	113	19
45011	325	248	55	22
45012	438	326	86	26
45013	397	292	96	9
45014	583	438	112	33
45015	558	445	93	20
45016	404	308	78	18
45017	535	373	146	16
45018	484	331	127	26
45019	243	184	48	11
45020	336	243	80	13
45021	425	272	134	19
45022	420	305	102	13
45023	400	265	120	15
45024	355	240	94	21
45025	281	173	97	11
45026	250	130	111	9
45027	446	270	164	12
45028	369	238	109	22
45029	305	200	97	8
45030	387	308	57	22
45031	372	276	80	16
45032	400	287	101	12
45033	338	251	66	21
45034	444	326	100	18
45035	487	330	132	25
45036	480	321	137	22
45037	449	299	135	15
45038	413	286	110	17
45039	451	308	124	19
45040	440	276	148	16
45041	417	256	132	29
45042	417	246	147	24
45043	447	255	172	20
45044	441	272	154	15
45045	312	164	133	15
45046	330	195	118	17
45047	326	202	117	7
45048	378	208	151	19
46001	426	361	49	16
46002	539	481	41	17
46003	704	592	96	16
46004	541	474	46	21
46005	772	619	122	31
46006	485	430	41	14
46007	630	509	105	16
46008	391	338	39	14
46009	636	561	54	21
46010	926	766	129	31
46011	563	453	90	20
46012	634	556	57	21
46013	565	481	65	19
46014	546	482	49	15
46015	582	476	93	13
46016	678	600	58	20
46017	654	545	90	19
46018	640	530	100	10
46019	419	342	57	20
46020	472	425	36	11
46021	398	323	63	12
46022	432	364	49	19
46023	458	411	35	12
46024	684	576	92	16
46025	547	492	34	21
46026	663	588	52	23
46027	766	646	86	34
46028	577	480	83	14
46029	497	410	70	17
46030	612	532	60	20
46031	585	521	44	20
46032	591	496	65	30
46033	678	573	86	19
46034	678	591	66	21
46035	660	584	55	21
46036	578	462	100	16
46037	526	459	52	15
46038	619	541	54	24
46039	587	465	104	18
46040	482	419	49	14
47001	406	322	71	13
47002	608	490	107	11
47003	575	457	91	27
47004	658	525	110	23
47005	649	557	74	18
47006	729	593	101	35
47007	541	456	75	10
47008	581	475	87	19
47009	574	442	107	25
47010	756	663	64	29
47011	598	473	102	23
47012	648	549	78	21
47013	576	491	67	18
47014	546	462	69	15
47015	728	656	53	19
47016	587	475	88	24
47017	596	499	82	15
47018	579	473	83	23
47019	759	691	45	23
47020	567	487	57	23
47021	576	485	68	23
47022	616	523	77	16
47023	667	598	46	23
47024	628	505	99	24
47025	713	580	97	36
47026	776	687	60	29
47027	568	462	89	17
47028	561	462	86	13
47029	668	552	93	23
47030	731	642	62	27
47031	603	518	64	21
47032	723	642	63	18
47033	565	444	105	16
47034	614	530	70	14
47035	623	473	124	26
47036	675	587	68	20
47037	594	503	72	19
47038	598	498	89	11
47039	608	526	63	19
47040	596	515	62	19
47041	673	583	70	20
47042	618	539	59	20
47043	564	432	115	17
47044	582	461	108	13
47045	573	487	62	24
47046	594	450	122	22
47047	700	548	134	18
47048	50	42	6	2
48001	521	473	31	17
48002	271	236	28	7
48003	619	535	62	22
48004	545	489	41	15
48005	342	294	38	10
48006	671	595	59	17
48007	569	517	36	16
48008	321	256	51	14
48009	362	269	77	16
48010	814	744	59	11
48011	509	448	47	14
48012	686	596	66	24
48013	702	580	100	22
48014	281	224	50	7
48015	395	333	46	16
48016	588	520	48	20
48017	512	439	55	18
48018	385	329	41	15
48019	379	335	34	10
48020	649	586	52	11
48021	707	601	86	20
48022	492	395	85	12
48023	618	497	98	23
48024	648	480	143	25
48025	517	450	54	13
48026	271	230	29	12
48027	808	711	74	23
48028	632	471	146	15
48029	299	254	33	12
48030	493	445	41	7
48031	710	611	70	29
48032	588	514	48	26
48033	314	260	48	6
48034	494	436	41	17
48035	382	297	71	14
48036	333	271	49	13
48037	580	516	45	19
48038	579	502	64	13
48039	454	384	60	10
48040	496	434	47	15
48041	709	624	60	25
48042	658	596	42	20
48043	611	529	59	23
48044	711	661	34	16
48045	429	379	39	11
48046	379	315	47	17
49001	354	321	15	18
49002	383	347	24	12
49003	613	558	42	13
49004	694	608	58	28
49005	557	503	30	24
49006	519	464	36	19
49007	609	507	81	21
49008	454	402	38	14
49009	605	547	41	17
49010	538	476	43	19
49011	650	582	50	18
49012	761	678	57	26
49013	646	568	57	21
49014	467	403	43	21
49015	401	361	24	16
49016	537	469	54	14
49017	393	317	63	13
49018	749	691	34	24
49019	507	458	28	21
49020	814	742	49	23
49021	330	282	40	8
49022	546	477	47	22
49023	748	672	49	27
49024	469	425	27	17
49025	738	656	62	20
49026	643	547	73	23
49027	632	559	49	24
49028	755	692	43	20
49029	688	613	49	26
49030	652	573	61	18
49031	448	401	30	17
49032	544	500	32	12
49033	451	408	28	15
50001	391	240	142	9
50002	269	170	92	7
50003	372	239	119	14
50004	456	340	102	14
50005	286	157	124	5
50006	468	357	93	18
50007	476	397	65	14
50008	428	372	44	12
50009	347	268	72	7
50010	371	252	103	16
50011	275	112	159	4
50012	179	125	50	4
50013	461	391	51	19
50014	148	95	51	2
50015	483	404	69	10
50016	141	97	43	1
50017	408	292	102	14
50018	105	58	44	3
50019	254	204	37	13
50020	403	316	67	20
50021	371	302	62	7
50022	346	225	112	9
50023	275	189	78	8
50024	324	146	169	9
50025	394	217	168	9
50026	380	297	75	8
50027	125	79	42	4
50028	457	366	77	14
50029	351	300	37	14
50030	277	232	35	10
50031	518	454	46	18
50032	443	391	43	9
50033	348	167	168	13
50034	579	405	160	14
50035	534	466	57	11
50036	392	313	71	8
50037	451	371	63	17
50038	183	132	49	2
50039	250	164	75	11
50040	411	178	225	8
Barrington 1	663	280	365	18
Barrington 2	612	332	262	18
Barrington 3	732	256	461	15
Barrington 4	918	331	569	18
Barrington 5	725	210	503	12
Barrington 6	816	394	399	23
Barrington 7	237	82	143	12
Barrington 8	964	367	581	16
Barrington 9	502	223	262	17
Barrington 10	837	440	369	28
Barrington 11	480	163	304	13
Berwyn Ward 1 Precinct 1	378	281	88	9
Berwyn Ward 1 Precinct 2	407	309	79	19
Berwyn Ward 1 Precinct 3	645	502	121	22
Berwyn Ward 1 Precinct 4	396	299	83	14
Berwyn Ward 1 Precinct 5	398	297	79	22
Berwyn Ward 2 Precinct 1	295	233	49	13
Berwyn Ward 2 Precinct 2	392	284	90	18
Berwyn Ward 2 Precinct 3	573	428	130	15
Berwyn Ward 2 Precinct 4	693	513	137	43
Berwyn Ward 3 Precinct 1	451	335	92	24
Berwyn Ward 3 Precinct 2	366	253	100	13
Berwyn Ward 3 Precinct 3	371	279	81	11
Berwyn Ward 3 Precinct 4	470	359	89	22
Berwyn Ward 3 Precinct 5	648	467	142	39
Berwyn Ward 4 Precinct 1	295	227	53	15
Berwyn Ward 4 Precinct 2	482	372	85	25
Berwyn Ward 4 Precinct 3	557	440	93	24
Berwyn Ward 4 Precinct 4	312	239	62	11
Berwyn Ward 5 Precinct 1	689	576	84	29
Berwyn Ward 5 Precinct 2	429	365	52	12
Berwyn Ward 5 Precinct 3	376	327	39	10
Berwyn Ward 6 Precinct 1	252	198	43	11
Berwyn Ward 6 Precinct 2	326	263	51	12
Berwyn Ward 6 Precinct 3	441	369	57	15
Berwyn Ward 6 Precinct 4	518	422	73	23
Berwyn Ward 7 Precinct 1	393	327	44	22
Berwyn Ward 7 Precinct 2	415	348	51	16
Berwyn Ward 7 Precinct 3	505	416	76	13
Berwyn Ward 7 Precinct 4	592	485	86	21
Berwyn Ward 8 Precinct 1	724	577	124	23
Berwyn Ward 8 Precinct 2	438	347	77	14
Berwyn Ward 8 Precinct 3	285	239	35	11
Bloom 1	644	451	170	23
Bloom 2	623	434	169	20
Bloom 3	388	299	72	17
Bloom 4	404	348	41	15
Bloom 5	389	238	137	14
Bloom 6	191	184	3	4
Bloom 7	548	364	166	18
Bloom 8	496	295	174	27
Bloom 9	415	234	157	24
Bloom 10	192	177	3	12
Bloom 11	338	178	139	21
Bloom 12	505	400	86	19
Bloom 13	817	686	105	26
Bloom 14	741	526	182	33
Bloom 15	397	267	121	9
Bloom 16	490	385	97	8
Bloom 17	386	341	29	16
Bloom 18	470	327	127	16
Bloom 19	520	425	85	10
Bloom 20	514	345	145	24
Bloom 21	134	118	9	7
Bloom 22	403	329	62	12
Bloom 23	468	421	30	17
Bloom 24	828	665	131	32
Bloom 25	334	264	59	11
Bloom 26	336	240	79	17
Bloom 27	466	380	62	24
Bloom 28	472	310	147	15
Bloom 29	180	170	5	5
Bloom 30	631	507	104	20
Bloom 31	532	331	183	18
Bloom 32	367	320	39	8
Bloom 33	451	391	45	15
Bloom 34	302	261	33	8
Bloom 35	247	206	31	10
Bloom 36	651	586	49	16
Bloom 37	316	294	20	2
Bloom 38	1141	1043	83	15
Bloom 39	327	285	31	11
Bloom 40	347	283	51	13
Bloom 41	642	578	49	15
Bloom 42	494	419	65	10
Bloom 43	492	459	26	7
Bloom 44	597	407	177	13
Bloom 45	729	632	80	17
Bloom 46	349	301	37	11
Bloom 47	695	469	192	34
Bloom 48	412	351	51	10
Bloom 49	556	519	27	10
Bloom 50	497	381	107	9
Bloom 51	233	205	21	7
Bloom 52	339	319	12	8
Bloom 53	267	182	74	11
Bloom 54	474	335	124	15
Bloom 55	387	341	37	9
Bloom 56	430	272	150	8
Bloom 57	468	317	139	12
Bloom 58	365	308	47	10
Bloom 59	386	302	71	13
Bloom 60	434	396	20	18
Bloom 61	434	261	157	16
Bremen 1	426	404	16	6
Bremen 2	557	296	232	29
Bremen 3	433	244	176	13
Bremen 4	468	277	173	18
Bremen 5	320	206	99	15
Bremen 6	358	226	109	23
Bremen 7	289	256	22	11
Bremen 8	375	352	19	4
Bremen 9	396	203	171	22
Bremen 10	584	287	259	38
Bremen 11	553	305	221	27
Bremen 12	378	331	34	13
Bremen 13	500	312	162	26
Bremen 14	351	247	94	10
Bremen 15	341	250	84	7
Bremen 16	511	235	255	21
Bremen 17	422	390	10	22
Bremen 18	639	351	262	26
Bremen 19	178	165	7	6
Bremen 20	383	208	149	26
Bremen 21	548	417	112	19
Bremen 22	390	189	177	24
Bremen 23	158	149	6	3
Bremen 24	432	183	229	20
Bremen 25	573	344	205	24
Bremen 26	475	399	66	10
Bremen 27	518	337	160	21
Bremen 28	338	190	124	24
Bremen 29	686	641	23	22
Bremen 30	496	242	230	24
Bremen 31	462	414	31	17
Bremen 32	436	400	28	8
Bremen 33	431	207	202	22
Bremen 34	629	271	327	31
Bremen 35	303	289	8	6
Bremen 36	342	160	164	18
Bremen 37	246	202	26	18
Bremen 38	373	357	8	8
Bremen 39	308	279	17	12
Bremen 40	731	650	59	22
Bremen 41	301	164	122	15
Bremen 42	625	303	284	38
Bremen 43	322	249	57	16
Bremen 44	392	357	20	15
Bremen 45	225	204	12	9
Bremen 46	490	216	254	20
Bremen 47	416	384	24	8
Bremen 48	382	348	25	9
Bremen 49	416	393	19	4
Bremen 50	521	232	271	18
Bremen 51	603	558	29	16
Bremen 52	373	217	136	20
Bremen 53	298	170	117	11
Bremen 54	396	189	195	12
Bremen 55	386	308	66	12
Bremen 56	528	485	30	13
Bremen 57	512	235	259	18
Bremen 58	595	297	271	27
Bremen 59	486	277	191	18
Bremen 60	392	209	168	15
Bremen 61	464	225	209	30
Bremen 62	515	306	197	12
Bremen 63	626	579	28	19
Bremen 64	592	332	239	21
Bremen 65	207	199	4	4
Bremen 66	400	379	5	16
Bremen 67	652	294	332	26
Bremen 68	315	132	170	13
Bremen 69	514	354	138	22
Bremen 70	309	279	20	10
Bremen 71	355	326	19	10
Bremen 72	337	185	147	5
Bremen 73	505	305	173	27
Bremen 74	514	311	177	26
Bremen 75	594	484	91	19
Bremen 76	401	206	181	14
Bremen 77	719	406	287	26
Bremen 78	438	414	19	5
Bremen 79	515	246	249	20
Bremen 80	442	422	10	10
Calumet 1	444	391	36	17
Calumet 2	415	341	63	11
Calumet 3	452	419	18	15
Calumet 4	408	388	8	12
Calumet 5	404	362	22	20
Calumet 6	685	602	63	20
Calumet 7	540	468	47	25
Calumet 8	309	268	32	9
Calumet 9	362	340	11	11
Calumet 10	498	469	16	13
Calumet 11	668	639	15	14
Calumet 12	352	331	10	11
Cicero 1	504	435	47	22
Cicero 2	250	210	26	14
Cicero 3	332	261	52	19
Cicero 4	360	300	42	18
Cicero 5	533	397	106	30
Cicero 6	451	348	91	12
Cicero 7	292	253	31	8
Cicero 8	245	213	25	7
Cicero 9	421	364	36	21
Cicero 10	521	415	72	34
Cicero 11	484	373	91	20
Cicero 12	376	296	63	17
Cicero 13	421	295	115	11
Cicero 14	400	318	64	18
Cicero 15	463	371	68	24
Cicero 16	335	270	48	17
Cicero 17	481	405	55	21
Cicero 18	269	229	27	13
Cicero 19	605	455	126	24
Cicero 20	311	253	44	14
Cicero 21	419	350	47	22
Cicero 22	346	289	36	21
Cicero 23	542	440	72	30
Cicero 24	484	408	58	18
Cicero 25	402	332	52	18
Cicero 26	296	233	49	14
Cicero 27	452	367	65	20
Cicero 28	415	367	35	13
Cicero 29	396	328	48	20
Cicero 30	375	327	28	20
Cicero 31	319	268	41	10
Cicero 32	365	301	44	20
Elk Grove 1	502	318	161	23
Elk Grove 2	441	305	122	14
Elk Grove 3	618	352	241	25
Elk Grove 4	518	314	173	31
Elk Grove 5	809	469	308	32
Elk Grove 6	395	247	127	21
Elk Grove 7	685	388	278	19
Elk Grove 8	490	238	237	15
Elk Grove 9	509	274	213	22
Elk Grove 10	836	417	393	26
Elk Grove 11	631	339	268	24
Elk Grove 12	374	159	209	6
Elk Grove 13	487	290	172	25
Elk Grove 14	620	343	261	16
Elk Grove 15	428	223	185	20
Elk Grove 16	636	331	293	12
Elk Grove 17	475	289	167	19
Elk Grove 18	736	407	300	29
Elk Grove 19	693	345	329	19
Elk Grove 20	573	298	255	20
Elk Grove 21	476	278	179	19
Elk Grove 22	513	317	171	25
Elk Grove 23	864	476	361	27
Elk Grove 24	458	240	203	15
Elk Grove 25	493	261	221	11
Elk Grove 26	447	234	202	11
Elk Grove 27	667	323	320	24
Elk Grove 28	469	286	164	19
Elk Grove 29	535	262	262	11
Elk Grove 30	497	251	228	18
Elk Grove 31	320	191	119	10
Elk Grove 32	341	213	109	19
Elk Grove 33	354	164	174	16
Elk Grove 34	945	513	395	37
Elk Grove 35	432	265	154	13
Elk Grove 36	333	234	89	10
Elk Grove 37	642	324	288	30
Elk Grove 38	328	245	67	16
Elk Grove 39	678	430	216	32
Elk Grove 40	475	292	157	26
Elk Grove 41	421	203	198	20
Elk Grove 42	433	298	113	22
Elk Grove 43	526	301	214	11
Elk Grove 44	458	230	212	16
Elk Grove 45	506	239	245	22
Elk Grove 46	431	185	236	10
Elk Grove 47	693	360	304	29
Elk Grove 48	418	210	198	10
Elk Grove 49	561	348	186	27
Elk Grove 50	283	187	95	1
Elk Grove 51	776	380	376	20
Elk Grove 52	269	176	84	9
Evanston Ward 1 Precinct 1	488	445	32	11
Evanston Ward 1 Precinct 2	723	617	97	9
Evanston Ward 1 Precinct 3	708	600	88	20
Evanston Ward 1 Precinct 4	1029	880	137	12
Evanston Ward 2 Precinct 1	1260	1085	142	33
Evanston Ward 2 Precinct 2	491	450	28	13
Evanston Ward 2 Precinct 3	604	571	18	15
Evanston Ward 2 Precinct 4	804	761	25	18
Evanston Ward 2 Precinct 5	568	522	34	12
Evanston Ward 3 Precinct 1	755	651	97	7
Evanston Ward 3 Precinct 2	874	763	97	14
Evanston Ward 3 Precinct 3	798	690	91	17
Evanston Ward 3 Precinct 4	394	335	47	12
Evanston Ward 3 Precinct 5	812	673	114	25
Evanston Ward 3 Precinct 6	667	588	63	16
Evanston Ward 3 Precinct 7	613	530	65	18
Evanston Ward 4 Precinct 1	410	366	33	11
