Precinct	total_votes	votes|Larry Rogers, Jr.
17020	413	413
17021	416	416
17022	271	271
17023	204	204
17024	334	334
17025	233	233
17026	325	325
17027	300	300
17028	239	239
17029	308	308
17030	226	226
17031	191	191
17032	255	255
17033	206	206
17034	232	232
17035	211	211
17036	291	291
17037	262	262
17038	301	301
17039	300	300
17040	330	330
17041	396	396
18001	318	318
18002	290	290
18003	284	284
18004	376	376
18005	216	216
18006	248	248
18007	321	321
18008	345	345
18009	336	336
18010	469	469
18011	280	280
18012	341	341
18013	365	365
18014	380	380
18015	368	368
18016	337	337
18017	339	339
18018	289	289
18019	337	337
18020	283	283
18021	429	429
18022	420	420
18023	340	340
18024	306	306
18025	320	320
18026	433	433
18027	279	279
18028	280	280
18029	368	368
18030	350	350
18031	372	372
18032	352	352
18033	269	269
18034	411	411
18035	414	414
18036	345	345
18037	401	401
18038	336	336
18039	263	263
18040	363	363
18041	403	403
18042	299	299
18043	225	225
18044	252	252
18045	302	302
18046	336	336
18047	264	264
18048	292	292
18049	208	208
18050	255	255
19002	122	122
19005	403	403
19006	144	144
19007	282	282
19008	16	16
19010	431	431
19013	471	471
19014	418	418
19017	264	264
19018	335	335
19019	175	175
19020	323	323
19021	17	17
19023	304	304
19025	328	328
19026	335	335
19027	393	393
19028	454	454
19029	237	237
19031	298	298
19032	258	258
19034	318	318
19035	326	326
19036	535	535
19037	371	371
19038	334	334
19040	353	353
19042	302	302
19043	539	539
19046	316	316
19048	444	444
19049	466	466
19050	265	265
19052	305	305
19056	400	400
19057	294	294
20001	331	331
20002	136	136
20003	307	307
20004	156	156
20005	389	389
20006	148	148
20007	357	357
20008	319	319
20009	493	493
20010	228	228
20011	455	455
20012	266	266
20013	358	358
20014	163	163
20015	261	261
20016	388	388
20017	187	187
20018	229	229
20019	341	341
20020	213	213
20021	240	240
20022	439	439
20023	362	362
20024	379	379
20025	231	231
20026	357	357
20027	166	166
20028	215	215
20029	374	374
20030	155	155
20031	400	400
20032	320	320
20033	199	199
20034	555	555
20035	230	230
20036	107	107
20037	96	96
20038	106	106
20039	20	20
21001	384	384
21002	263	263
21003	383	383
21004	331	331
21005	377	377
21006	292	292
21007	354	354
21008	354	354
21009	385	385
21010	297	297
21011	331	331
21012	310	310
21013	330	330
21014	366	366
21015	314	314
21016	325	325
21017	306	306
21018	386	386
21019	350	350
21020	303	303
21021	295	295
21022	310	310
21023	298	298
21024	346	346
21025	296	296
21026	337	337
21027	342	342
21028	432	432
21029	395	395
21030	268	268
21031	249	249
21032	315	315
21033	301	301
21034	312	312
21035	405	405
21036	326	326
21037	251	251
21038	322	322
21039	281	281
21040	304	304
21041	340	340
21042	373	373
21043	329	329
21044	347	347
21045	324	324
21046	365	365
21047	328	328
21048	331	331
21049	392	392
21050	278	278
21051	334	334
21052	328	328
21053	287	287
21054	297	297
22001	0	0
22003	380	380
22004	223	223
22005	259	259
22006	263	263
22010	98	98
22013	253	253
22014	158	158
22016	247	247
22017	275	275
22019	148	148
22020	256	256
22021	314	314
22023	267	267
22024	288	288
23001	222	222
23002	255	255
23003	248	248
23010	20	20
23011	304	304
23012	256	256
23014	235	235
23016	242	242
23018	202	202
23021	237	237
23022	81	81
23023	234	234
23027	188	188
23028	267	267
23030	3	3
23032	40	40
23035	163	163
23036	243	243
23037	259	259
24001	255	255
24002	267	267
24003	281	281
24004	214	214
24005	149	149
24006	289	289
24008	137	137
24009	263	263
24010	129	129
24011	312	312
24012	156	156
24013	148	148
24014	248	248
24015	137	137
24017	222	222
24018	316	316
24019	343	343
24020	247	247
24021	141	141
24022	340	340
24023	206	206
24024	287	287
24025	228	228
24026	394	394
24027	306	306
24028	179	179
24029	225	225
24030	166	166
24031	314	314
24032	140	140
24033	166	166
24034	261	261
24035	266	266
24036	337	337
24037	167	167
24038	239	239
24039	289	289
24040	319	319
24041	194	194
25003	631	631
25004	291	291
25010	594	594
25016	578	578
25020	258	258
25021	729	729
25025	372	372
25027	1	1
25029	184	184
25031	718	718
26004	206	206
26019	187	187
26045	68	68
27002	362	362
27003	212	212
27004	204	204
27005	258	258
27008	270	270
27010	375	375
27014	179	179
27015	173	173
27016	390	390
27017	354	354
27018	254	254
27019	172	172
27022	152	152
27023	257	257
27024	245	245
27025	315	315
27026	265	265
27027	421	421
27029	230	230
27030	163	163
27031	268	268
27032	316	316
27033	283	283
27034	249	249
27036	305	305
27039	252	252
27041	289	289
27043	216	216
27044	241	241
27045	86	86
27049	268	268
27050	328	328
28001	196	196
28002	256	256
28003	237	237
28004	263	263
28005	191	191
28006	166	166
28007	279	279
28008	362	362
28009	266	266
28010	382	382
28011	595	595
28012	294	294
28013	314	314
28014	216	216
28015	56	56
28016	183	183
28017	249	249
28018	260	260
28019	5	5
28020	272	272
28021	240	240
28022	254	254
28023	311	311
28024	238	238
28025	384	384
28026	273	273
28027	289	289
28028	359	359
28029	150	150
28030	45	45
28031	378	378
28032	264	264
28033	301	301
28034	486	486
28035	347	347
28036	166	166
28037	357	357
28038	140	140
28039	211	211
28040	399	399
28041	224	224
28042	283	283
28043	344	344
28044	203	203
28045	377	377
28046	8	8
29002	469	469
29003	384	384
29004	386	386
29005	295	295
29006	298	298
29008	322	322
29011	212	212
29012	440	440
29013	363	363
29014	339	339
29015	409	409
29016	345	345
29017	319	319
29018	344	344
29019	368	368
29020	411	411
29021	451	451
29022	248	248
29024	322	322
29025	424	424
29026	354	354
29027	326	326
29028	436	436
29033	245	245
29034	249	249
29035	276	276
29036	314	314
29037	352	352
29040	414	414
29041	281	281
29042	393	393
29044	448	448
30006	281	281
30011	329	329
34001	378	378
34002	290	290
34003	348	348
34004	264	264
34005	300	300
34006	401	401
34007	403	403
34008	286	286
34009	225	225
34010	332	332
34011	302	302
34012	387	387
34013	342	342
34014	267	267
34015	310	310
34016	284	284
34017	441	441
34018	264	264
34019	377	377
34020	405	405
34021	426	426
34022	357	357
34023	278	278
34024	315	315
34025	523	523
34026	366	366
34027	290	290
34028	229	229
34029	270	270
34030	348	348
34031	286	286
34032	347	347
34033	284	284
34034	373	373
34035	375	375
34036	317	317
34037	215	215
34038	170	170
34039	247	247
34040	378	378
34041	218	218
34042	340	340
34043	323	323
34044	358	358
34045	366	366
34046	239	239
34047	329	329
34048	367	367
34049	330	330
34050	278	278
34051	369	369
34052	266	266
34053	213	213
36002	288	288
36004	96	96
36005	286	286
36021	234	234
36022	62	62
36023	254	254
37001	215	215
37002	259	259
37003	233	233
37004	246	246
37005	339	339
37006	359	359
37007	211	211
37008	213	213
37009	334	334
37010	261	261
37011	209	209
37012	224	224
37013	219	219
37014	317	317
37015	319	319
37016	350	350
37017	256	256
37018	262	262
37019	218	218
37020	250	250
37021	275	275
37022	211	211
37023	288	288
37024	332	332
37025	285	285
37026	406	406
37027	289	289
37028	266	266
37029	274	274
37030	302	302
37031	326	326
37032	275	275
37033	336	336
37034	293	293
37035	332	332
37036	314	314
37037	332	332
37038	305	305
37039	275	275
37040	322	322
37041	312	312
42002	541	541
42004	911	911
42006	428	428
42007	563	563
42008	406	406
42009	189	189
42010	639	639
42011	291	291
42013	377	377
42019	405	405
42020	515	515
42022	228	228
42023	146	146
42025	451	451
42026	601	601
42027	332	332
42028	494	494
42029	498	498
42030	353	353
42031	528	528
42032	467	467
42033	559	559
42035	609	609
42039	131	131
42040	675	675
42042	811	811
