Precinct	total_votes	votes|Yes	votes|No
01001	238	230	8
01002	184	172	12
01003	272	257	15
01004	256	239	17
01005	238	225	13
01006	222	203	19
01007	170	161	9
01008	211	195	16
01009	210	197	13
01010	247	231	16
01011	248	234	14
01012	308	281	27
01013	119	114	5
01014	233	220	13
01015	243	229	14
01016	250	241	9
01017	226	217	9
01018	260	246	14
01019	278	265	13
01020	209	197	12
01021	257	248	9
01022	170	162	8
01023	362	342	20
01024	210	198	12
01025	215	204	11
01026	152	142	10
01027	249	234	15
01028	72	68	4
01029	262	242	20
01030	281	258	23
01031	256	236	20
01032	229	200	29
01033	281	262	19
01034	225	219	6
01035	296	274	22
01036	241	216	25
01037	247	222	25
01038	222	209	13
01039	214	199	15
01040	253	230	23
01041	168	156	12
01042	74	68	6
01043	151	143	8
01044	227	217	10
02001	247	232	15
02002	227	199	28
02003	297	274	23
02004	203	190	13
02005	285	267	18
02006	187	173	14
02007	224	210	14
02008	250	232	18
02009	165	141	24
02010	254	204	50
02011	291	252	39
02012	244	211	33
02013	241	211	30
02014	296	269	27
02015	242	219	23
02016	212	197	15
02017	316	299	17
02018	251	216	35
02019	205	166	39
02020	211	188	23
02021	265	244	21
02022	250	211	39
02023	213	180	33
02024	242	207	35
02025	246	228	18
02026	193	165	28
02027	231	184	47
02028	255	219	36
02029	252	211	41
02030	221	190	31
02031	340	302	38
02032	191	167	24
02033	421	361	60
02034	276	228	48
02035	241	211	30
02036	222	191	31
02037	256	221	35
02038	238	188	50
02039	185	152	33
02040	247	220	27
02041	164	150	14
02042	214	187	27
02043	243	205	38
02044	160	135	25
02045	254	229	25
02046	138	111	27
03001	339	317	22
03002	394	359	35
03003	227	214	13
03004	311	295	16
03005	135	118	17
03006	313	285	28
03007	228	206	22
03008	191	174	17
03009	274	265	9
03010	114	100	14
03011	255	242	13
03012	330	312	18
03013	344	315	29
03014	245	216	29
03015	231	208	23
03016	232	214	18
03017	273	251	22
03018	330	308	22
03019	287	257	30
03020	275	259	16
03021	343	291	52
03022	302	269	33
03023	219	193	26
03024	229	205	24
03025	434	380	54
03026	397	361	36
03027	322	290	32
03028	189	172	17
03029	252	230	22
03030	256	240	16
03031	295	275	20
03032	299	267	32
03033	271	245	26
03034	328	287	41
03035	99	95	4
03036	135	127	8
03037	210	194	16
03038	281	254	27
03039	356	330	26
03040	297	275	22
03041	255	227	28
04001	404	385	19
04002	328	295	33
04003	243	221	22
04004	378	358	20
04005	316	298	18
04006	375	353	22
04007	411	386	25
04008	353	340	13
04009	423	402	21
04010	380	361	19
04011	266	243	23
04012	316	305	11
04013	211	195	16
04014	323	305	18
04015	351	327	24
04016	357	330	27
04017	352	333	19
04018	304	268	36
04019	191	177	14
04020	298	275	23
04021	286	256	30
04022	308	293	15
04023	438	427	11
04024	288	276	12
04025	306	282	24
04026	266	244	22
04027	376	366	10
04028	253	237	16
04029	246	225	21
04030	330	304	26
04031	390	371	19
04032	317	300	17
04033	308	285	23
04034	276	263	13
04035	349	333	16
04036	336	328	8
04037	409	365	44
04038	358	343	15
05001	216	201	15
05002	163	156	7
05003	304	288	16
05004	340	324	16
05005	231	221	10
05006	223	200	23
05007	291	281	10
05008	337	323	14
05009	352	338	14
05010	202	180	22
05011	356	339	17
05012	179	169	10
05013	215	203	12
05014	274	265	9
05015	249	232	17
05016	219	207	12
05017	206	187	19
05018	283	269	14
05019	336	325	11
05020	360	346	14
05021	286	280	6
05022	384	369	15
05023	506	486	20
05024	317	306	11
05025	292	280	12
05026	286	265	21
05027	278	264	14
05028	320	307	13
05029	286	270	16
05030	180	167	13
05031	207	190	17
05032	354	345	9
05033	300	275	25
05034	323	304	19
05035	344	322	22
05036	145	134	11
05037	350	339	11
05038	248	226	22
05039	278	258	20
05040	207	189	18
05041	203	198	5
06001	278	266	12
06002	249	239	10
06003	273	246	27
