Precinct	total_votes	votes|Yes	votes|No
01001	243	227	16
01002	182	166	16
01003	272	241	31
01004	257	233	24
01005	238	226	12
01006	223	194	29
01007	171	157	14
01008	212	193	19
01009	212	195	17
01010	249	233	16
01011	245	224	21
01012	306	276	30
01013	119	105	14
01014	234	214	20
01015	244	218	26
01016	251	231	20
01017	224	206	18
01018	259	242	17
01019	275	250	25
01020	206	193	13
01021	252	236	16
01022	170	153	17
01023	364	339	25
01024	209	189	20
01025	212	199	13
01026	151	134	17
01027	250	221	29
01028	73	64	9
01029	264	239	25
01030	282	259	23
01031	255	228	27
01032	229	206	23
01033	281	252	29
01034	228	219	9
01035	296	266	30
01036	239	213	26
01037	247	226	21
01038	219	199	20
01039	212	197	15
01040	252	230	22
01041	167	154	13
01042	71	66	5
01043	152	142	10
01044	226	213	13
02001	246	232	14
02002	226	187	39
02003	297	273	24
02004	202	184	18
02005	284	262	22
02006	188	172	16
02007	226	199	27
02008	249	221	28
02009	165	148	17
02010	251	222	29
02011	293	264	29
02012	241	208	33
02013	242	220	22
02014	293	273	20
02015	242	214	28
02016	210	196	14
02017	317	292	25
02018	249	221	28
02019	207	179	28
02020	210	190	20
02021	266	241	25
02022	252	222	30
02023	215	197	18
02024	244	211	33
02025	246	218	28
02026	195	170	25
02027	229	204	25
02028	254	225	29
02029	253	229	24
02030	223	197	26
02031	344	309	35
02032	192	171	21
02033	419	376	43
02034	281	244	37
02035	239	212	27
02036	221	201	20
02037	255	220	35
02038	237	196	41
02039	185	157	28
02040	246	204	42
02041	164	143	21
02042	215	182	33
02043	244	209	35
02044	158	136	22
02045	257	232	25
02046	139	115	24
03001	341	295	46
03002	394	341	53
03003	227	197	30
03004	310	261	49
03005	136	118	18
03006	316	278	38
03007	225	198	27
03008	186	158	28
03009	271	224	47
03010	113	106	7
03011	254	211	43
03012	326	287	39
03013	338	315	23
03014	246	211	35
03015	226	197	29
03016	230	203	27
03017	275	236	39
03018	326	296	30
03019	288	267	21
03020	276	238	38
03021	342	291	51
03022	300	264	36
03023	218	180	38
03024	227	184	43
03025	435	385	50
03026	395	354	41
03027	322	269	53
03028	182	161	21
03029	247	209	38
03030	252	218	34
03031	291	251	40
03032	301	272	29
03033	271	231	40
03034	327	284	43
03035	100	84	16
03036	133	114	19
03037	206	179	27
03038	275	239	36
03039	355	319	36
03040	295	271	24
03041	251	214	37
04001	407	372	35
04002	329	290	39
04003	245	218	27
04004	377	329	48
04005	310	267	43
04006	369	327	42
04007	407	347	60
04008	350	305	45
04009	421	384	37
04010	379	337	42
04011	264	234	30
04012	314	274	40
04013	212	195	17
04014	321	279	42
04015	349	298	51
04016	359	319	40
04017	356	327	29
04018	308	251	57
04019	197	177	20
04020	295	266	29
04021	284	251	33
04022	305	273	32
04023	433	401	32
04024	284	249	35
04025	307	286	21
04026	267	235	32
04027	374	332	42
04028	248	219	29
04029	249	217	32
04030	330	283	47
04031	385	354	31
04032	316	276	40
04033	301	275	26
04034	273	227	46
04035	355	319	36
04036	335	288	47
04037	410	354	56
04038	357	326	31
05001	218	199	19
05002	164	147	17
05003	307	288	19
05004	340	303	37
05005	225	191	34
05006	223	195	28
05007	289	260	29
05008	334	310	24
05009	349	307	42
05010	204	178	26
05011	352	324	28
05012	176	164	12
05013	216	188	28
05014	275	234	41
05015	244	218	26
05016	225	181	44
05017	201	169	32
05018	286	259	27
05019	331	312	19
05020	357	331	26
05021	283	272	11
05022	384	357	27
05023	503	465	38
05024	319	294	25
05025	292	261	31
05026	284	243	41
05027	272	255	17
05028	319	284	35
05029	281	250	31
05030	181	159	22
05031	205	175	30
05032	353	313	40
05033	299	275	24
05034	325	302	23
05035	341	309	32
05036	145	134	11
05037	348	328	20
05038	253	217	36
05039	270	248	22
05040	204	180	24
05041	202	193	9
06001	266	232	34
06002	240	218	22
06003	258	230	28
06004	132	111	21
06005	106	90	16
06006	248	218	30
