Precinct	total_votes	votes|Iris Y. Martinez	votes|Barbara Bellar
38034	502	373	129
38035	516	397	119
38036	518	355	163
38037	528	360	168
38038	530	311	219
38039	564	404	160
38040	527	369	158
38041	478	380	98
39001	536	320	216
39002	426	271	155
39003	594	476	118
39004	526	317	209
39005	559	403	156
39006	551	433	118
39007	486	375	111
39008	571	434	137
39009	498	368	130
39010	258	226	32
39011	518	367	151
39012	713	599	114
39013	480	351	129
39014	528	401	127
39015	645	354	291
39016	519	394	125
39017	554	402	152
39018	534	401	133
39019	520	390	130
39020	685	383	302
39021	546	305	241
39022	532	423	109
39023	547	329	218
39024	675	385	290
39025	464	374	90
39026	511	290	221
39027	80	54	26
39028	654	553	101
39029	296	249	47
39030	624	529	95
39031	474	390	84
39032	491	282	209
39033	553	424	129
39034	644	515	129
39035	543	427	116
39036	134	99	35
39037	509	333	176
39038	290	210	80
39039	334	239	95
39040	556	335	221
39041	564	352	212
39042	564	299	265
39043	551	309	242
39044	437	259	178
39045	485	292	193
40001	547	399	148
40002	614	503	111
40003	744	654	90
40004	371	299	72
40005	634	535	99
40006	699	618	81
40007	580	506	74
40008	790	693	97
40009	485	391	94
40010	669	541	128
40011	606	523	83
40012	528	456	72
40013	862	784	78
40014	577	416	161
40015	598	467	131
40016	786	697	89
40017	493	388	105
40018	489	421	68
40019	723	579	144
40020	631	509	122
40021	658	581	77
40022	721	625	96
40023	701	629	72
40024	560	407	153
40025	697	620	77
40026	639	571	68
40027	762	655	107
40028	624	553	71
40029	604	469	135
40030	505	373	132
40031	669	601	68
40032	649	569	80
40033	573	515	58
40034	554	405	149
40035	426	322	104
40036	538	460	78
40037	623	528	95
40038	740	630	110
40039	256	193	63
41001	548	230	318
41002	587	252	335
41003	557	306	251
41004	537	275	262
41005	681	362	319
41006	624	332	292
41007	594	292	302
41008	566	262	304
41009	570	315	255
41010	558	288	270
41011	621	291	330
41012	621	294	327
41013	692	338	354
41014	601	359	242
41015	721	381	340
41016	539	283	256
41017	517	280	237
41018	533	275	258
41019	620	373	247
41020	432	214	218
41021	568	303	265
41022	643	328	315
41023	617	238	379
41024	546	249	297
41025	594	308	286
41026	506	255	251
41027	562	238	324
41028	649	371	278
41029	513	258	255
41030	560	302	258
41031	521	281	240
41032	484	245	239
41033	553	281	272
41034	542	274	268
41035	689	326	363
41036	565	290	275
41037	634	331	303
41038	576	306	270
41039	598	310	288
41040	644	283	361
41041	622	286	336
41042	578	268	310
41043	605	312	293
41044	568	236	332
41045	573	304	269
41046	577	292	285
41047	615	327	288
42001	561	364	197
42002	848	626	222
42003	701	550	151
42004	1682	1169	513
42005	580	405	175
42006	623	420	203
42007	777	526	251
42008	546	421	125
42009	896	682	214
42010	950	693	257
42011	452	291	161
42012	562	371	191
42013	513	338	175
42014	959	622	337
42015	973	625	348
42016	701	518	183
42017	1128	706	422
42018	896	620	276
42019	848	551	297
42020	892	559	333
42021	835	643	192
42022	399	251	148
42023	795	488	307
42024	637	423	214
42025	814	525	289
42026	1152	772	380
42027	468	336	132
42028	696	491	205
42029	816	528	288
42030	512	329	183
42031	852	564	288
42032	838	551	287
42033	744	579	165
42034	541	343	198
42035	862	646	216
42036	1239	866	373
42037	541	336	205
42038	673	435	238
42039	1257	857	400
42040	1027	745	282
42041	717	539	178
42042	1229	934	295
43001	356	271	85
43002	709	516	193
43003	622	431	191
43004	832	570	262
43005	612	434	178
43006	521	394	127
43007	415	302	113
43008	493	370	123
43009	676	493	183
43010	817	587	230
43011	631	416	215
43012	412	306	106
43013	640	504	136
43014	653	470	183
43015	663	470	193
43016	941	701	240
43017	527	356	171
43018	754	522	232
43019	661	483	178
43020	801	608	193
43021	765	571	194
43022	481	367	114
43023	472	334	138
43024	497	344	153
43025	526	399	127
43026	396	307	89
43027	587	426	161
43028	812	587	225
43029	926	681	245
43030	682	513	169
43031	617	453	164
43032	697	549	148
43033	655	441	214
43034	424	327	97
43035	660	443	217
43036	444	333	111
43037	750	597	153
43038	492	313	179
43039	529	368	161
43040	496	393	103
43041	794	581	213
43042	633	493	140
43043	667	449	218
43044	660	486	174
43045	394	288	106
43046	423	327	96
44001	1038	890	148
44002	716	542	174
44003	361	302	59
44004	542	441	101
44005	699	592	107
44006	911	755	156
44007	449	337	112
44008	956	809	147
44009	711	553	158
44010	775	586	189
44011	805	613	192
44012	737	597	140
44013	596	447	149
44014	664	529	135
44015	656	544	112
44016	826	659	167
44017	908	790	118
44018	809	626	183
44019	834	688	146
44020	851	696	155
44021	822	700	122
44022	662	543	119
44023	663	558	105
44024	480	371	109
44025	717	588	129
44026	873	748	125
44027	823	656	167
44028	742	626	116
44029	832	663	169
44030	865	689	176
44031	641	493	148
44032	826	648	178
44033	753	683	70
44034	731	635	96
44035	774	611	163
44036	794	654	140
44037	772	659	113
44038	884	654	230
44039	762	595	167
44040	707	524	183
44041	934	781	153
45001	453	387	66
45002	555	484	71
45003	501	414	87
45004	657	513	144
45005	589	451	138
45006	740	589	151
45007	796	601	195
45008	565	434	131
45009	558	416	142
45010	569	427	142
45011	435	325	110
45012	536	394	142
45013	453	343	110
45014	798	619	179
45015	656	527	129
45016	461	335	126
45017	625	422	203
45018	615	407	208
45019	319	215	104
45020	410	292	118
45021	501	315	186
45022	555	352	203
45023	532	319	213
45024	439	257	182
45025	360	216	144
45026	330	171	159
45027	542	322	220
45028	467	307	160
45029	378	231	147
45030	519	400	119
45031	460	350	110
45032	523	369	154
45033	394	298	96
45034	580	395	185
45035	595	407	188
45036	573	375	198
45037	543	339	204
45038	557	376	181
45039	554	348	206
45040	518	306	212
45041	504	304	200
45042	515	309	206
45043	578	309	269
45044	531	300	231
45045	384	196	188
45046	434	241	193
45047	401	225	176
45048	467	226	241
46001	479	410	69
46002	625	557	68
46003	760	624	136
46004	609	551	58
46005	870	711	159
46006	575	508	67
46007	670	547	123
46008	462	418	44
46009	710	633	77
46010	1138	976	162
46011	674	531	143
46012	703	642	61
46013	677	590	87
46014	727	621	106
46015	681	577	104
46016	712	627	85
46017	696	571	125
46018	765	603	162
46019	444	357	87
46020	557	495	62
46021	510	409	101
46022	457	406	51
46023	586	532	54
46024	807	688	119
46025	618	566	52
46026	908	809	99
46027	856	754	102
46028	600	488	112
46029	537	439	98
46030	695	603	92
46031	679	609	70
46032	631	543	88
46033	700	591	109
46034	825	736	89
46035	733	644	89
46036	609	487	122
46037	531	465	66
46038	771	674	97
46039	622	497	125
46040	540	467	73
47001	469	380	89
47002	652	522	130
47003	628	507	121
47004	782	639	143
47005	702	610	92
47006	807	684	123
47007	632	511	121
47008	647	527	120
47009	653	517	136
47010	795	702	93
47011	696	554	142
47012	718	615	103
47013	651	551	100
47014	615	507	108
47015	788	734	54
47016	653	527	126
47017	665	524	141
47018	638	509	129
47019	1043	963	80
47020	675	584	91
47021	641	547	94
47022	720	600	120
47023	747	676	71
47024	713	606	107
47025	826	698	128
47026	900	819	81
47027	575	468	107
47028	621	531	90
47029	782	641	141
47030	831	754	77
47031	694	609	85
47032	797	717	80
47033	698	563	135
47034	685	593	92
47035	661	524	137
47036	756	674	82
47037	631	550	81
47038	676	584	92
47039	673	575	98
47040	621	541	80
47041	721	630	91
47042	634	553	81
47043	618	478	140
47044	607	495	112
47045	601	519	82
47046	707	541	166
47047	815	663	152
47048	47	38	9
48001	616	563	53
48002	280	234	46
48003	719	629	90
48004	591	542	49
48005	341	288	53
48006	759	658	101
48007	653	607	46
48008	318	253	65
48009	435	321	114
48010	860	789	71
48011	505	452	53
48012	785	698	87
48013	805	657	148
48014	307	241	66
48015	400	328	72
48016	693	610	83
48017	540	479	61
48018	413	348	65
48019	429	385	44
48020	653	588	65
48021	812	700	112
48022	484	380	104
48023	572	464	108
48024	765	558	207
48025	515	447	68
48026	316	261	55
48027	625	557	68
48028	742	562	180
48029	278	233	45
48030	525	476	49
48031	895	785	110
48032	681	613	68
48033	332	284	48
48034	536	474	62
48035	395	316	79
48036	354	292	62
48037	664	586	78
48038	617	534	83
48039	489	399	90
48040	551	500	51
48041	801	730	71
48042	681	640	41
48043	733	648	85
48044	776	716	60
48045	459	421	38
48046	404	345	59
49001	404	386	18
49002	387	363	24
49003	774	717	57
49004	808	738	70
49005	583	529	54
49006	554	503	51
49007	517	447	70
49008	558	502	56
49009	653	579	74
49010	713	633	80
49011	796	736	60
49012	760	681	79
49013	727	645	82
49014	501	445	56
49015	473	426	47
49016	576	495	81
49017	485	408	77
49018	782	719	63
49019	603	554	49
49020	953	881	72
49021	398	341	57
49022	665	596	69
49023	812	720	92
49024	517	481	36
49025	800	709	91
49026	750	663	87
49027	722	657	65
49028	885	806	79
49029	759	686	73
49030	669	587	82
49031	457	399	58
49032	590	538	52
49033	489	446	43
50001	492	261	231
50002	327	189	138
50003	447	254	193
50004	564	419	145
50005	360	167	193
50006	528	400	128
50007	576	489	87
50008	507	439	68
50009	427	300	127
50010	546	303	243
50011	334	108	226
50012	235	131	104
50013	613	518	95
50014	178	91	87
50015	584	479	105
50016	165	92	73
50017	565	378	187
50018	82	28	54
50019	409	336	73
50020	520	408	112
50021	466	345	121
50022	480	281	199
50023	383	240	143
50024	384	148	236
50025	509	240	269
50026	550	376	174
50027	179	100	79
50028	540	445	95
50029	521	423	98
50030	392	324	68
50031	675	582	93
50032	587	506	81
50033	374	165	209
50034	650	439	211
50035	631	531	100
50036	515	401	114
50037	522	441	81
50038	199	125	74
50039	344	214	130
50040	485	166	319
