Precinct	total_votes	votes|Michael G. Grace	votes|Mike Cashman	votes|Frank Avila	votes|Heather Boyle	votes|M Cameron ''Cam'' Davis	votes|Kimberly Neely Dubuclet	votes|Eira L. Corral Sepúlveda	votes|Patricia Theresa Flynn	votes|Shundar Lin	votes|Deyon Dean
13040	413	41	25	91	34	30	29	73	68	11	11
13041	546	50	26	107	51	33	51	118	95	10	5
13042	509	39	46	63	56	37	48	97	109	9	5
13043	470	53	31	94	45	25	38	77	85	15	7
13044	483	39	24	92	23	37	25	121	103	11	8
13045	592	58	42	109	51	36	35	116	126	14	5
13046	538	51	30	117	37	37	37	116	87	17	9
13047	520	36	18	92	26	34	31	140	125	13	5
13048	422	40	22	59	31	29	32	98	93	11	7
14001	626	69	65	109	78	36	54	59	130	17	9
14002	655	53	55	156	58	53	55	99	93	22	11
14003	386	38	26	94	23	35	32	78	40	9	11
14004	464	34	49	99	58	28	40	51	82	15	8
14005	591	42	59	183	28	35	44	88	87	16	9
14006	284	14	52	90	3	19	13	32	54	4	3
14007	642	57	53	170	45	56	47	103	70	29	12
14008	553	42	33	151	33	33	40	115	70	23	13
14009	675	62	55	137	84	48	49	96	118	18	8
14010	305	27	14	74	28	28	26	48	36	19	5
14011	359	19	54	121	10	20	18	40	61	10	6
14012	474	39	29	111	41	37	41	91	59	16	10
14013	472	42	32	112	40	36	40	65	69	22	14
14014	497	58	39	145	33	31	35	81	53	13	9
14015	488	58	38	129	23	41	29	76	65	18	11
14016	374	39	29	105	36	21	31	46	45	17	5
14017	410	32	30	123	31	31	38	55	49	12	9
14018	216	28	14	51	20	15	20	28	33	5	2
14019	401	38	33	100	27	30	29	72	53	15	4
14020	351	40	25	85	25	32	33	48	44	13	6
14021	364	30	19	97	31	34	26	68	36	17	6
14022	648	56	46	148	82	53	51	92	79	26	15
14023	377	41	37	85	30	31	26	56	46	17	8
14024	628	42	76	133	58	33	57	69	132	13	15
14025	264	25	23	74	18	18	15	35	35	15	6
14026	337	29	19	97	25	20	28	62	37	14	6
14027	528	44	45	126	37	38	41	89	74	23	11
14028	379	48	39	88	33	13	36	48	51	12	11
14029	452	33	68	126	15	27	32	54	83	8	6
14030	287	34	19	72	22	23	18	56	31	9	3
14031	315	30	19	82	25	29	22	53	31	14	10
15001	395	30	13	116	28	31	31	78	39	19	10
15002	254	36	16	31	26	44	34	9	35	7	16
15003	307	31	15	25	36	54	48	18	50	2	28
15004	429	40	18	129	14	39	29	81	46	15	18
15005	340	22	17	96	26	23	32	67	42	11	4
15006	440	34	30	108	34	30	41	80	47	25	11
15007	228	30	15	35	18	35	33	11	33	5	13
15008	417	41	19	115	32	33	32	68	50	17	10
15009	509	45	25	149	36	37	34	70	72	17	24
15010	588	55	30	149	48	37	42	95	80	39	13
15011	446	26	11	128	51	30	29	78	56	20	17
15012	511	53	21	134	49	45	42	74	65	17	11
15013	432	38	24	124	20	39	38	72	54	11	12
15014	362	21	15	93	22	31	38	79	54	7	2
15015	322	29	14	94	17	23	23	62	42	12	6
15016	521	51	26	140	31	36	42	65	79	13	38
15017	296	35	17	32	34	49	55	17	35	7	15
15018	173	21	10	25	15	29	27	9	27	3	7
15019	420	44	28	82	48	41	48	52	51	13	13
15020	281	35	13	39	25	47	45	14	42	3	18
15021	284	29	15	41	25	36	34	18	55	5	26
15022	260	30	20	28	24	33	39	13	45	9	19
15023	294	28	14	36	24	58	41	27	35	6	25
15024	200	25	12	25	18	43	35	13	21	2	6
16001	482	41	18	125	31	52	44	87	54	21	9
16002	359	44	19	49	34	47	51	32	49	8	26
16003	291	46	20	29	29	48	45	17	34	5	18
16004	314	32	13	31	38	60	50	25	29	11	25
16005	202	27	10	22	22	32	35	12	29	4	9
16006	323	48	19	37	23	55	57	25	42	6	11
16007	356	39	15	45	36	55	68	29	48	9	12
16008	171	16	5	21	24	29	28	14	23	3	8
16009	315	36	23	27	34	53	53	20	36	7	26
16010	271	31	14	27	31	47	44	20	38	4	15
16011	285	22	15	42	26	46	42	32	40	10	10
16012	267	28	12	32	25	41	41	25	34	7	22
16013	319	39	17	58	29	36	29	31	53	10	17
16014	228	30	14	20	17	46	36	13	35	2	15
16015	318	44	12	24	36	55	49	22	44	9	23
16016	288	31	24	23	28	52	60	28	30	3	9
16017	343	43	15	56	35	48	50	33	42	8	13
16018	270	30	15	35	28	34	40	34	36	5	13
16019	333	29	13	57	32	56	55	25	36	11	19
16020	248	23	8	20	25	42	53	19	34	12	12
16021	259	35	25	31	26	46	33	9	31	5	18
16022	280	36	15	32	26	42	43	29	39	8	10
16023	325	36	17	70	23	51	34	46	32	3	13
16024	179	25	8	14	21	27	38	15	20	3	8
16025	338	40	22	28	37	57	60	18	54	5	17
16026	236	26	15	21	28	34	45	12	33	9	13
16027	209	19	14	22	21	36	43	19	23	4	8
16028	268	36	20	34	32	37	52	14	26	4	13
16029	232	32	11	21	18	51	40	17	29	6	7
16030	195	18	14	9	24	35	40	12	30	2	11
16031	362	42	25	38	36	65	59	26	44	6	21
16032	387	42	27	93	30	39	34	55	44	17	6
16033	226	34	8	22	25	43	31	11	31	5	16
16034	286	35	20	32	26	51	51	11	38	4	18
16035	435	37	26	91	25	52	53	73	45	14	19
16036	196	27	9	19	23	39	29	9	24	4	13
17001	467	52	19	93	42	61	58	55	56	19	12
17002	386	43	19	44	51	61	74	34	33	7	20
17003	449	51	18	41	41	85	81	46	55	12	19
17004	556	61	30	67	54	83	100	47	63	15	36
17005	325	41	17	35	33	65	54	23	32	7	18
17006	391	41	6	48	39	68	65	59	43	11	11
17007	364	53	15	63	29	49	47	41	47	4	16
17008	310	32	11	38	36	41	57	24	45	11	15
17009	343	39	13	42	30	47	70	35	50	4	13
17010	576	67	34	59	68	84	102	38	79	14	31
17011	288	34	21	31	28	42	56	24	33	5	14
17012	505	47	19	82	41	65	72	73	66	15	25
17013	306	44	13	30	34	47	55	20	41	13	9
17014	357	44	19	63	31	51	42	48	35	15	9
17015	456	51	24	46	59	66	89	34	51	9	27
17016	427	39	21	71	37	65	62	50	55	15	12
17017	389	45	20	42	50	61	65	28	56	7	15
17018	588	55	21	66	46	110	119	56	64	12	39
17019	239	33	20	27	22	36	31	17	32	7	14
17020	613	65	18	60	59	96	132	64	81	12	26
17021	727	67	27	80	65	134	151	78	69	12	44
17022	404	51	22	41	38	73	74	31	53	4	17
17023	300	36	17	25	31	56	51	17	43	4	20
17024	510	52	20	58	54	90	90	38	72	7	29
17025	342	44	17	35	35	48	60	22	47	6	28
17026	502	64	23	39	55	80	99	38	63	8	33
17027	466	54	18	50	40	69	96	52	53	3	31
17028	352	33	22	40	33	57	64	35	44	5	19
17029	344	40	17	31	38	52	65	29	42	9	21
17030	311	40	13	59	27	32	36	41	47	3	13
17031	270	30	14	24	32	54	40	20	35	7	14
17032	326	36	14	30	37	48	61	29	52	4	15
17033	201	27	14	23	15	29	36	14	25	8	10
17034	256	26	20	24	33	34	52	23	23	6	15
17035	247	19	14	31	19	38	52	26	29	5	14
17036	390	47	14	36	32	70	82	41	44	7	17
17037	449	52	19	47	44	65	88	43	51	13	27
17038	453	45	34	60	45	69	74	39	52	9	26
17039	465	62	25	49	66	62	79	36	62	8	16
17040	570	61	38	62	45	93	112	65	60	8	26
17041	638	63	30	71	61	122	118	57	69	11	36
18001	483	44	21	86	42	80	80	35	64	11	20
18002	451	50	21	85	40	52	68	51	56	13	15
18003	375	25	25	75	41	41	54	39	51	13	11
18004	648	64	29	79	56	132	138	41	70	10	29
18005	305	36	20	32	32	53	53	20	38	6	15
18006	477	43	28	78	49	59	80	45	67	14	14
18007	463	42	21	73	37	88	94	31	46	10	21
18008	551	55	27	67	43	109	97	46	59	13	35
18009	574	51	28	73	54	113	117	39	66	6	27
18010	920	77	47	118	88	171	177	63	109	19	51
18011	421	42	15	76	38	69	65	41	51	10	14
18012	495	45	22	61	32	93	106	34	55	17	30
18013	591	51	28	82	67	109	120	40	56	11	27
18014	603	67	26	80	43	119	137	41	54	7	29
18015	580	58	30	110	45	75	78	70	71	18	25
18016	500	44	23	64	37	96	101	38	56	9	32
18017	553	42	25	94	52	85	100	43	61	11	40
18018	505	50	21	53	46	102	107	38	54	10	24
18019	505	44	22	53	38	103	103	40	57	9	36
18020	402	33	15	39	37	73	90	34	49	9	23
18021	671	56	26	66	70	124	138	53	81	16	41
18022	708	73	36	81	68	138	138	44	79	17	34
18023	511	43	25	74	42	97	93	46	54	9	28
18024	387	37	18	94	32	33	45	53	52	14	9
18025	423	40	20	80	47	40	53	50	65	19	9
18026	763	48	32	96	73	156	178	56	70	13	41
18027	483	49	25	63	55	79	75	40	60	13	24
18028	459	43	38	83	38	60	52	47	67	13	18
18029	578	66	24	75	70	86	98	54	70	8	27
18030	545	47	23	108	67	54	57	68	89	15	17
18031	595	48	21	86	60	105	116	41	81	18	19
18032	605	51	26	68	51	110	124	48	70	15	42
18033	397	46	24	34	50	75	60	27	58	4	19
18034	784	49	28	107	59	169	197	72	61	3	39
18035	696	57	36	82	47	137	146	57	69	11	54
18036	499	52	18	90	48	80	88	48	49	16	10
18037	711	60	21	95	62	147	158	60	60	17	31
18038	512	59	25	49	58	99	89	35	61	10	27
18039	379	41	26	52	36	52	51	33	66	7	15
18040	526	54	26	98	58	62	72	60	67	12	17
18041	699	61	30	105	60	134	149	35	87	8	30
18042	427	45	23	63	46	70	64	34	55	9	18
18043	327	35	20	71	37	30	33	50	34	15	2
18044	446	41	34	79	50	55	60	49	54	10	14
18045	445	44	11	91	35	65	73	51	44	13	18
18046	551	49	27	130	57	63	67	72	60	17	9
18047	376	34	18	53	40	59	64	28	54	8	18
18048	355	36	11	39	38	68	72	26	45	7	13
18049	298	26	17	33	26	63	58	18	39	2	16
18050	337	33	16	54	35	47	53	28	41	12	18
19001	546	84	114	45	56	29	67	17	122	7	5
19002	965	84	43	86	89	143	209	88	155	25	43
19003	428	74	67	34	51	13	55	8	113	12	1
19004	672	107	91	70	101	30	76	22	158	9	8
19005	832	94	69	73	73	114	155	80	127	21	26
19006	566	84	63	56	71	31	85	33	126	13	4
19007	567	96	71	40	53	51	79	29	127	11	10
19008	574	96	76	58	76	37	68	23	124	11	5
19009	482	74	68	48	57	18	71	16	114	8	8
19010	897	103	85	73	80	112	167	70	141	33	33
19011	558	94	65	56	72	25	74	26	134	9	3
19012	496	84	64	41	68	21	60	19	124	11	4
19013	830	87	28	84	68	143	159	64	107	23	67
19014	725	90	48	60	71	85	136	49	139	20	27
19015	640	102	68	78	76	29	85	28	149	12	13
19016	617	96	70	56	95	34	76	28	155	3	4
19017	525	76	66	50	58	39	64	37	119	12	4
19018	773	101	71	62	65	81	150	64	143	17	19
19019	967	113	81	78	105	108	180	77	165	28	32
19020	704	86	37	59	65	95	133	47	121	17	44
19021	542	83	59	50	83	39	60	36	123	3	6
19022	840	109	78	60	89	82	154	62	157	26	23
19023	701	110	94	63	81	44	93	26	174	8	8
19024	445	78	56	36	53	26	53	17	113	10	3
19025	734	92	95	52	72	77	125	51	145	9	16
19026	733	92	99	50	72	72	112	53	154	16	13
19027	709	70	35	61	80	94	152	60	94	30	33
19028	735	81	22	75	78	121	133	62	96	24	43
19029	532	85	64	55	83	22	62	23	115	16	7
19030	496	81	69	49	62	31	64	21	109	6	4
19031	683	75	70	53	61	82	116	50	142	20	14
19032	572	79	57	45	63	54	90	33	124	19	8
19033	599	85	81	59	85	33	74	28	137	10	7
19034	720	100	88	47	75	81	116	69	118	10	16
19035	718	89	73	59	86	75	116	53	138	15	14
19036	833	87	36	87	89	126	143	66	119	31	49
19037	778	77	42	70	82	111	141	91	106	29	29
19038	587	52	18	53	54	100	120	53	90	18	29
19039	205	16	7	29	28	35	34	9	28	6	13
19040	746	102	47	71	79	86	127	58	132	24	20
19041	441	71	61	40	51	26	58	19	99	8	8
19042	563	68	28	56	52	71	111	39	94	21	23
19043	910	124	30	73	91	143	177	61	118	20	73
19044	624	103	93	55	96	26	72	15	144	16	4
19045	585	108	75	51	71	34	81	21	126	9	9
19046	637	119	113	40	77	34	81	23	140	8	2
19047	1060	127	58	117	107	152	185	70	164	25	55
19048	703	92	34	63	59	101	136	51	99	17	51
19049	883	82	61	86	75	157	166	71	99	27	59
19050	556	98	67	46	70	38	77	21	117	8	14
19051	729	111	134	47	81	47	88	38	161	14	8
19052	625	123	64	57	89	24	77	27	141	16	7
19053	595	90	83	59	64	42	85	37	108	17	10
19054	400	54	48	45	56	25	34	18	93	20	7
19055	442	75	60	37	59	15	47	16	119	7	7
19056	851	123	71	65	63	104	170	72	141	21	21
19057	739	77	50	68	77	94	140	75	108	23	27
20001	513	47	16	56	61	90	94	31	70	18	30
20002	111	10	6	9	9	21	25	11	12	3	5
20003	396	42	14	45	43	75	75	29	47	5	21
20004	207	28	10	28	18	28	34	22	23	8	8
20005	646	55	24	64	69	122	124	51	62	19	56
20006	156	16	10	14	19	22	26	11	29	6	3
20007	452	44	18	39	51	76	89	32	61	8	34
20008	427	48	19	39	38	88	79	36	44	6	30
20009	767	69	25	81	78	146	156	67	80	12	53
20010	288	24	10	30	40	54	59	24	29	7	11
20011	562	46	29	60	62	94	102	34	74	12	49
20012	349	34	20	25	33	68	65	36	40	8	20
20013	442	64	21	38	52	73	82	22	59	11	20
20014	279	34	17	22	33	58	47	25	26	6	11
20015	385	40	18	102	29	28	35	69	41	13	10
20016	672	57	35	53	64	120	135	76	63	25	44
20017	274	27	12	51	19	32	47	37	31	9	9
20018	285	27	16	26	31	54	57	23	29	5	17
20019	458	45	24	36	50	76	92	39	62	8	26
20020	298	24	9	65	31	26	33	53	43	7	7
20021	279	34	20	39	39	47	36	10	29	9	16
20022	701	67	26	58	52	144	153	86	68	12	35
20023	363	40	11	35	44	58	79	19	56	4	17
20024	591	36	24	46	37	121	129	77	56	25	40
20025	273	25	5	38	23	48	51	27	37	9	10
20026	529	49	26	49	46	105	99	55	51	19	30
20027	250	26	15	27	27	36	50	13	39	5	12
20028	275	29	18	23	36	42	52	16	34	6	19
20029	461	63	19	59	41	72	86	25	57	5	34
20030	193	16	9	17	22	37	43	18	20	2	9
20031	519	51	32	49	48	97	97	46	59	15	25
20032	321	41	19	32	25	50	65	20	44	10	15
20033	345	34	24	23	34	68	63	28	45	7	19
20034	735	47	26	72	63	132	150	103	73	37	32
20035	273	31	17	18	34	37	57	16	41	6	16
20036	115	14	6	11	12	16	23	6	18	0	9
20037	109	12	6	13	8	22	17	11	12	1	7
20038	92	15	7	6	9	12	17	3	12	3	8
20039	31	3	0	0	2	8	9	4	4	0	1
21001	629	53	17	54	50	131	136	64	63	15	46
21002	347	43	18	26	41	56	70	30	44	5	14
21003	644	66	24	63	70	114	121	60	64	13	49
21004	458	51	17	42	57	73	85	33	69	7	24
21005	668	67	28	62	76	115	133	53	71	16	47
21006	464	65	22	44	37	80	91	30	54	17	24
21007	588	52	27	63	53	120	116	56	52	8	41
21008	535	47	19	42	47	105	119	59	56	12	29
21009	622	59	31	61	62	120	116	57	57	12	47
21010	461	40	9	52	50	80	84	33	70	13	30
21011	489	46	20	53	40	96	91	45	66	10	22
21012	484	48	19	36	41	95	98	51	51	12	33
21013	483	61	28	41	49	94	89	40	43	12	26
21014	602	68	33	54	56	122	123	56	56	7	27
21015	486	64	26	49	59	82	91	33	50	10	22
21016	431	46	15	43	50	64	92	39	53	11	18
21017	425	34	18	45	33	78	96	45	48	10	18
21018	603	71	28	45	64	102	126	53	68	15	31
21019	548	54	25	56	43	110	107	46	62	13	32
21020	441	46	12	39	55	82	83	41	48	6	29
21021	406	56	15	54	37	69	82	25	37	6	25
21022	449	38	19	44	44	85	92	42	51	12	22
21023	482	40	18	55	54	75	103	39	58	4	36
21024	619	70	33	52	58	110	129	60	69	8	30
21025	530	48	24	47	47	106	108	64	44	9	33
21026	422	53	24	42	49	70	71	22	55	12	24
21027	551	57	34	57	51	101	97	49	55	8	42
21028	582	73	35	49	69	91	101	36	84	10	34
21029	661	79	37	62	71	116	140	50	59	7	40
21030	365	34	18	41	47	60	65	22	51	9	18
21031	430	27	17	41	32	86	112	51	35	8	21
21032	480	56	20	44	50	74	107	39	55	12	23
21033	505	56	17	46	45	105	102	49	52	11	22
21034	408	50	23	44	50	56	78	28	49	9	21
21035	659	79	24	59	65	115	126	55	84	10	42
21036	495	54	24	55	50	91	95	36	55	11	24
21037	371	38	18	29	39	77	65	31	40	7	27
21038	430	42	22	44	39	75	82	31	58	13	24
21039	402	39	28	36	41	64	73	27	53	15	26
21040	477	58	20	46	50	79	83	36	49	10	46
21041	542	57	23	34	41	107	122	53	65	9	31
21042	617	58	26	53	70	111	129	46	74	13	37
21043	493	53	25	63	34	82	92	41	51	15	37
21044	555	51	31	42	53	118	105	58	56	9	32
21045	431	49	12	38	35	78	96	43	52	7	21
21046	582	72	22	51	59	100	119	45	74	9	31
21047	436	58	24	42	50	67	86	27	56	10	16
21048	472	48	16	44	39	92	101	46	51	6	29
21049	614	73	24	46	59	115	129	60	67	6	35
21050	324	39	16	38	36	53	45	16	42	12	27
21051	542	64	23	51	41	98	110	37	69	11	38
21052	489	52	19	39	39	94	107	37	60	7	35
21053	460	38	20	57	38	80	97	43	50	8	29
21054	438	59	28	28	52	76	72	36	56	11	20
22001	270	29	16	31	30	42	35	27	36	9	15
22002	554	58	22	126	47	48	65	86	66	23	13
22003	556	35	21	144	25	69	60	137	46	13	6
22004	352	32	11	89	13	45	38	77	31	11	5
22005	359	32	5	97	22	41	37	75	36	12	2
22006	410	45	16	117	27	34	37	87	30	11	6
22007	323	26	13	84	19	34	28	75	26	10	8
22008	646	74	32	120	67	68	79	95	73	26	12
22009	288	25	14	85	13	24	24	54	33	8	8
22010	581	52	21	143	42	58	61	133	43	18	10
22011	390	39	13	104	23	34	42	79	29	21	6
22012	371	40	21	72	41	41	41	58	42	9	6
22013	416	40	17	111	27	32	40	88	40	12	9
22014	403	46	29	78	29	40	52	61	35	16	17
22015	340	28	12	101	19	34	26	63	34	19	4
22016	327	33	18	73	20	36	33	79	24	9	2
22017	485	40	22	112	23	51	61	104	41	19	12
22018	331	35	15	74	18	26	40	68	29	18	8
22019	186	25	10	21	15	34	26	21	22	7	5
22020	468	46	17	133	29	47	36	98	35	19	8
22021	421	40	18	32	38	86	81	49	61	6	10
22022	393	39	20	90	22	42	40	78	36	13	13
22023	560	69	25	58	49	95	99	62	67	13	23
22024	519	63	21	136	31	45	46	100	47	21	9
22025	392	34	12	109	19	35	36	86	40	18	3
23001	406	43	36	61	58	32	42	41	74	8	11
23002	414	49	34	83	47	30	35	52	64	14	6
23003	371	40	24	50	51	26	47	54	66	10	3
23004	475	56	31	105	60	35	35	62	68	18	5
23005	480	60	22	122	35	31	44	86	52	14	14
23006	234	23	20	51	16	24	29	40	20	9	2
23007	388	35	22	104	32	24	32	72	52	10	5
23008	508	46	31	105	62	42	56	80	62	15	9
23009	394	41	17	105	35	30	35	67	46	13	5
23010	522	60	36	131	43	42	56	76	59	14	5
23011	474	43	22	126	28	37	44	72	68	17	17
23012	449	65	37	73	57	32	44	42	78	14	7
23013	364	34	13	94	20	23	37	71	43	18	11
23014	405	48	38	72	40	29	35	44	80	12	7
23015	209	24	16	50	9	18	13	37	28	12	2
23016	462	67	43	79	54	23	39	60	82	13	2
23017	252	23	9	64	28	16	21	48	27	12	4
23018	351	45	21	75	45	18	32	36	63	11	5
23019	347	36	12	81	35	32	30	60	38	18	5
23020	252	27	16	62	26	14	25	36	33	7	6
23021	518	60	38	81	70	34	57	65	86	17	10
23022	422	41	28	73	46	44	45	49	66	18	12
23023	463	49	43	97	61	23	37	62	72	10	9
23024	309	32	14	81	26	23	25	51	37	11	9
23025	433	45	32	97	38	41	43	72	41	15	9
23026	468	44	26	102	45	40	39	80	55	30	7
23027	441	43	34	94	48	29	45	52	79	10	7
23028	451	38	31	80	53	25	46	64	83	14	17
23029	374	53	32	73	42	20	31	37	71	8	7
23030	539	51	35	134	40	46	63	87	58	19	6
23031	366	36	16	92	29	23	37	69	41	15	8
23032	426	47	34	94	43	35	49	65	40	13	6
23033	424	47	17	109	35	33	33	67	52	19	12
23034	437	50	19	114	27	33	32	86	47	17	12
23035	372	50	30	61	50	26	35	46	44	20	10
23036	409	35	40	65	59	23	41	51	75	11	9
23037	417	48	26	75	49	34	40	56	75	9	5
23038	394	47	34	67	57	23	29	52	66	13	6
23039	477	47	22	124	40	41	49	82	44	18	10
24001	363	37	19	47	29	48	61	27	60	13	22
24002	301	28	16	37	32	38	62	14	53	7	14
24003	348	47	12	34	33	53	67	24	46	5	27
24004	252	33	19	22	28	43	40	10	33	7	17
24005	168	25	12	16	12	28	27	5	35	3	5
24006	421	52	30	44	46	57	85	23	48	12	24
24007	257	13	5	40	24	42	46	45	23	13	6
24008	146	20	12	11	15	26	27	7	18	5	5
24009	313	39	16	28	31	47	57	23	45	13	14
24010	168	23	5	27	14	21	21	14	26	5	12
24011	338	37	18	39	40	52	51	22	51	5	23
24012	198	27	13	20	23	29	33	11	26	8	8
24013	179	19	9	19	17	28	28	12	32	5	10
24014	274	39	11	26	28	43	46	15	42	7	17
24015	133	16	5	12	13	21	25	5	21	4	11
24016	898	95	64	137	88	107	129	87	98	41	52
24017	251	24	14	23	25	38	48	15	42	8	14
24018	386	37	15	50	41	53	84	23	62	8	13
24019	432	54	17	43	44	68	79	25	74	9	19
24020	281	30	12	22	21	60	52	23	37	5	19
24021	184	26	5	14	16	33	36	10	32	3	9
24022	464	60	30	38	63	76	73	16	76	9	23
24023	274	34	17	24	38	40	46	7	45	2	21
24024	372	45	11	53	47	43	82	23	47	7	14
24025	226	30	7	31	28	45	35	7	29	4	10
24026	565	62	23	64	47	84	111	38	99	12	25
24027	397	41	16	54	51	57	75	20	54	7	22
24028	267	33	12	28	28	41	50	19	38	5	13
24029	285	31	11	21	27	58	58	16	50	8	5
24030	224	31	16	22	23	26	44	12	38	3	9
24031	367	41	13	46	29	66	69	32	56	2	13
24032	192	21	12	22	11	28	32	12	39	6	9
24033	246	30	11	19	26	41	49	12	39	6	13
24034	349	52	20	32	40	42	66	17	46	4	30
24035	317	32	18	35	29	49	67	18	49	5	15
24036	461	47	19	54	44	80	79	39	64	11	24
24037	194	23	7	22	22	31	38	9	30	2	10
24038	344	29	7	38	23	61	74	43	48	7	14
24039	347	35	14	44	31	52	64	39	51	6	11
24040	363	40	18	48	37	54	69	14	62	3	18
24041	271	35	11	26	23	33	51	24	54	5	9
25001	536	33	17	123	44	60	62	96	56	24	21
25002	665	32	15	113	57	91	102	137	62	40	16
25003	661	34	26	53	84	115	144	108	57	28	12
25004	372	29	15	32	40	66	71	43	51	11	14
25005	636	42	25	156	56	60	88	108	56	26	19
25006	191	17	14	25	18	18	24	20	17	29	9
25007	596	30	15	97	55	86	104	120	56	20	13
25008	711	52	24	136	57	80	102	138	70	36	16
25009	535	25	23	112	40	62	78	98	48	29	20
25010	535	25	28	46	50	95	121	103	36	23	8
25011	639	26	23	143	53	77	92	121	62	28	14
25012	599	15	14	113	41	87	89	132	59	35	14
25013	641	36	17	126	58	62	87	135	69	39	12
25014	380	20	17	39	45	39	62	42	40	62	14
25015	518	31	24	108	42	57	73	96	57	24	6
25016	613	36	22	42	85	110	137	91	64	22	4
25017	558	48	18	106	50	83	72	99	46	23	13
25018	307	38	25	53	24	30	30	27	29	41	10
25019	657	36	18	116	60	81	102	128	69	36	11
25020	237	26	17	22	24	30	39	10	45	6	18
25021	740	35	33	78	67	131	162	112	53	48	21
25022	593	28	17	120	44	83	90	115	57	31	8
25023	645	25	18	133	57	77	87	144	71	26	7
25024	617	26	12	132	46	82	97	121	51	34	16
25025	504	23	24	64	48	76	93	78	58	30	10
25026	624	29	17	165	42	77	66	130	65	16	17
25027	587	30	19	77	60	99	120	79	54	36	13
25028	670	38	20	124	52	91	114	133	58	31	9
25029	403	40	21	51	40	56	68	35	62	15	15
25030	564	34	17	124	40	72	76	100	53	34	14
25031	691	46	30	48	78	118	150	118	61	36	6
25032	458	40	19	104	48	43	43	63	61	31	6
26001	452	23	17	65	42	71	93	65	43	22	11
26002	363	21	13	48	41	61	67	52	39	15	6
26003	486	15	12	56	38	104	107	86	38	20	10
26004	252	28	9	58	21	30	29	31	28	8	10
26005	473	30	9	72	42	70	81	82	55	16	16
26006	389	25	21	88	33	41	66	62	33	12	8
26007	526	17	14	50	57	90	105	107	41	28	17
26008	226	16	8	51	23	20	32	40	22	10	4
26009	329	25	9	80	31	37	43	56	35	8	5
26010	359	22	12	56	26	54	61	59	30	26	13
26011	410	20	8	93	37	49	67	81	29	17	9
26012	475	20	10	100	37	68	93	75	31	35	6
26013	188	20	6	61	14	17	19	24	14	7	6
26014	332	21	5	70	31	42	56	59	21	17	10
26015	212	18	6	46	22	19	28	28	30	7	8
26016	190	19	9	48	18	12	24	27	23	5	5
26017	354	23	13	46	56	49	65	45	36	13	8
26018	213	12	4	37	17	30	38	39	25	5	6
26019	229	24	11	31	25	38	29	26	25	8	12
26020	396	18	19	69	41	57	70	70	33	15	4
26021	489	34	20	63	48	73	103	71	36	17	24
26022	187	16	5	58	12	16	22	35	11	8	4
26023	344	27	9	64	36	34	53	61	33	19	8
26024	272	16	9	47	27	36	46	50	27	9	5
26025	331	15	9	61	30	49	62	54	22	21	8
26026	292	22	9	36	39	45	58	38	22	19	4
26027	460	26	20	68	36	69	80	77	45	27	12
26028	567	29	16	63	69	80	125	100	52	26	7
26029	201	14	7	30	23	25	39	27	21	7	8
26030	376	21	17	45	27	64	66	78	29	25	4
26031	167	9	3	43	19	20	24	24	20	5	0
26032	486	36	24	58	61	59	78	79	51	31	9
26033	529	19	20	55	50	89	109	103	44	33	7
26034	426	23	16	46	35	76	88	73	33	20	16
26035	364	24	11	70	38	41	59	63	29	19	10
26036	373	19	8	40	45	65	75	65	26	23	7
26037	455	24	21	73	34	72	79	88	38	20	6
26038	147	29	8	35	11	12	15	12	17	3	5
26039	456	28	14	65	44	62	82	80	41	26	14
26040	298	15	11	50	21	42	56	57	31	11	4
26041	443	28	17	64	41	58	84	82	39	21	9
26042	370	21	9	65	39	51	71	63	33	14	4
26043	233	20	5	55	17	23	37	41	22	7	6
26044	161	18	4	41	12	13	20	25	13	13	2
26045	164	16	7	40	14	16	21	20	17	5	8
26046	308	17	8	36	26	50	71	48	33	11	8
26047	217	23	12	50	19	15	23	32	23	10	10
26048	414	16	19	53	34	67	80	78	35	20	12
26049	178	10	8	47	17	20	18	27	17	10	4
27001	697	40	32	71	88	102	140	104	73	27	20
27002	388	32	17	34	40	59	86	49	41	22	8
27003	238	26	10	26	18	31	48	18	44	2	15
27004	281	25	8	23	31	38	60	31	38	12	15
27005	370	47	12	43	41	47	57	40	60	12	11
27006	518	43	27	38	41	81	113	63	65	29	18
27007	700	31	17	77	77	110	130	126	71	44	17
27008	332	34	15	26	31	47	66	38	46	11	18
27009	261	23	16	28	32	35	46	27	35	13	6
27010	530	63	20	62	40	59	112	54	84	11	25
27011	417	23	25	40	56	60	84	60	42	18	9
27012	316	15	15	25	40	52	69	38	36	19	7
27013	807	58	24	62	64	97	189	124	153	23	13
27014	191	24	7	20	20	29	35	12	32	2	10
27015	240	18	10	30	23	38	43	25	42	3	8
27016	419	20	20	37	42	70	82	74	39	26	9
27017	445	23	19	44	40	82	86	47	61	19	24
27018	329	33	16	26	36	50	56	31	53	12	16
27019	219	28	9	33	19	30	31	25	30	5	9
27020	265	28	9	21	24	33	55	26	49	5	15
27021	449	32	21	32	62	70	95	55	64	12	6
27022	249	27	12	33	24	35	46	29	33	3	7
27023	357	28	18	37	29	54	65	35	64	7	20
27024	249	23	10	44	19	33	44	32	42	1	1
27025	454	34	12	39	36	74	104	67	55	13	20
27026	349	32	12	30	32	48	73	40	53	18	11
27027	570	47	14	59	57	84	118	66	86	17	22
