Precinct	total_votes	votes|Andrew Seo	votes|Tom Greenhaw	votes|Martin J. Durkan
31019	148	54	41	53
31020	174	61	40	73
31021	186	72	50	64
31022	159	48	41	70
31023	163	50	50	63
31024	206	69	68	69
31025	156	52	44	60
31026	192	59	52	81
31027	148	44	35	69
31028	189	50	37	102
31029	193	65	56	72
31030	145	43	36	66
31031	192	59	55	78
31032	165	48	51	66
31033	149	42	36	71
31034	168	46	48	74
31035	201	58	55	88
31036	183	62	68	53
31037	173	56	57	60
31038	196	72	45	79
31039	201	70	64	67
31040	185	72	52	61
31041	178	54	53	71
32001	274	103	89	82
32002	192	69	80	43
32003	347	121	125	101
32004	224	70	106	48
32005	199	65	79	55
32006	201	78	80	43
32007	193	58	86	49
32008	230	77	90	63
32009	251	85	87	79
32010	177	53	71	53
32011	308	87	135	86
32012	236	86	102	48
32013	202	75	74	53
32014	296	109	119	68
32015	186	73	72	41
32016	228	64	89	75
32017	321	95	139	87
32018	166	49	73	44
32019	232	95	81	56
32020	332	102	145	85
32021	230	72	110	48
32022	386	120	170	96
32023	189	62	82	45
32024	112	34	49	29
32025	211	66	96	49
32026	303	106	127	70
32027	169	61	61	47
32028	317	112	125	80
32029	277	88	129	60
32030	126	53	43	30
32031	223	69	91	63
32032	216	80	86	50
32033	194	69	76	49
32034	202	66	87	49
32035	187	70	74	43
32036	209	70	94	45
32037	196	74	82	40
32038	191	69	62	60
32039	154	49	58	47
32040	232	78	103	51
32041	212	68	83	61
32042	193	59	79	55
32043	278	106	118	54
33001	349	109	132	108
33002	398	164	133	101
33003	399	145	141	113
33004	401	135	117	149
33005	265	89	95	81
33006	336	99	86	151
33007	329	110	115	104
33008	401	106	185	110
33009	318	90	111	117
33010	286	83	92	111
33011	363	147	101	115
33012	354	111	91	152
33013	375	129	115	131
33014	169	53	55	61
33015	402	135	129	138
33016	481	138	170	173
33017	359	124	112	123
33018	397	127	147	123
33019	333	115	116	102
33020	390	117	153	120
33021	363	107	116	140
33022	376	101	116	159
33023	325	93	145	87
33024	393	105	196	92
33025	385	123	128	134
33026	274	106	92	76
33027	300	97	114	89
33028	307	101	104	102
34001	351	68	140	143
34002	236	76	72	88
34003	327	57	112	158
34004	255	69	90	96
34005	260	70	82	108
34006	366	65	160	141
34007	334	84	135	115
34008	266	65	84	117
34009	244	61	79	104
34010	304	77	109	118
34011	269	62	110	97
34012	337	58	148	131
34013	292	63	95	134
34014	254	66	73	115
34015	252	59	73	120
34016	249	45	104	100
34017	395	68	165	162
34018	247	59	83	105
34019	360	65	158	137
34020	357	106	124	127
34021	380	78	176	126
34022	277	64	117	96
34023	233	63	80	90
34024	314	58	113	143
34025	351	67	130	154
34026	340	70	140	130
34027	263	48	101	114
34028	248	53	105	90
34029	245	45	91	109
34030	297	68	133	96
34031	258	60	81	117
34032	311	58	115	138
34033	252	54	95	103
34034	335	77	101	157
34035	333	87	105	141
34036	270	60	120	90
34037	219	34	88	97
34038	177	35	83	59
34039	254	42	116	96
34040	344	67	137	140
34041	233	41	103	89
34042	291	67	103	121
34043	281	57	116	108
34044	322	88	106	128
34045	337	67	124	146
34046	214	59	74	81
34047	297	72	99	126
34048	318	78	135	105
34049	376	98	124	154
34050	253	48	100	105
34051	304	73	110	121
34052	257	66	117	74
34053	229	49	97	83
35001	244	93	77	74
35002	282	86	118	78
35003	299	94	104	101
35004	260	96	81	83
35005	258	103	83	72
35006	259	80	97	82
35007	318	100	115	103
35008	304	114	96	94
35009	307	104	79	124
35010	365	137	162	66
35011	296	110	106	80
35012	217	81	57	79
35013	224	92	52	80
35014	279	93	75	111
35015	315	86	141	88
35016	207	81	48	78
35017	269	94	94	81
35018	246	81	64	101
35019	194	69	56	69
35020	270	86	90	94
35021	272	105	75	92
35022	320	106	116	98
35023	284	87	89	108
35024	283	93	110	80
35025	331	126	134	71
35026	243	73	94	76
35027	264	88	88	88
35028	252	77	106	69
35029	239	73	88	78
35030	301	94	84	123
35031	309	83	117	109
36001	278	82	70	126
36002	253	63	79	111
36003	209	67	60	82
36004	272	83	74	115
36005	274	73	64	137
36006	198	52	49	97
36007	240	73	60	107
36008	222	78	61	83
36009	242	71	57	114
36010	273	84	79	110
36011	202	53	52	97
36012	176	53	40	83
36013	173	47	41	85
36014	214	60	62	92
36015	243	47	66	130
36016	221	69	71	81
36017	274	76	80	118
36018	200	69	61	70
36019	294	108	72	114
36020	225	67	52	106
36021	262	74	60	128
36022	214	75	51	88
36023	244	74	55	115
36024	223	67	58	98
36025	280	79	73	128
36026	180	44	54	82
36027	205	58	46	101
36028	187	62	50	75
36029	280	87	73	120
36030	220	60	62	98
37001	236	43	68	125
37002	180	48	47	85
37003	246	37	52	157
37004	235	62	69	104
37005	297	61	103	133
37006	279	55	88	136
37007	200	52	50	98
37008	205	61	52	92
37009	285	44	104	137
37010	279	70	89	120
37011	211	39	51	121
37012	228	52	71	105
37013	209	41	53	115
37014	268	55	83	130
37015	308	57	83	168
37016	266	71	66	129
37017	261	48	89	124
37018	286	56	112	118
37019	237	47	76	114
37020	246	45	70	131
37021	231	55	62	114
37022	263	73	61	129
37023	300	65	88	147
37024	281	63	78	140
37025	269	45	69	155
37026	349	78	101	170
37027	245	60	78	107
37028	222	53	67	102
37029	294	46	107	141
37030	295	65	94	136
37031	305	69	96	140
37032	237	42	84	111
37033	272	58	86	128
37034	262	49	77	136
37035	253	46	81	126
37036	262	51	90	121
37037	313	60	94	159
37038	321	74	95	152
37039	253	41	89	123
37040	301	58	97	146
37041	267	57	77	133
38001	198	60	57	81
38002	190	36	29	125
38003	226	62	53	111
38004	211	47	58	106
38005	188	46	55	87
38006	194	53	44	97
38007	193	39	44	110
38008	207	46	71	90
38009	224	49	56	119
38010	203	60	65	78
38011	210	57	56	97
38012	163	36	29	98
38013	212	39	49	124
38014	241	36	67	138
38015	216	50	66	100
38016	209	62	52	95
38017	228	40	64	124
38018	195	46	57	92
38019	204	51	59	94
38020	197	46	53	98
38021	186	52	45	89
38022	210	67	61	82
38023	247	71	73	103
38024	190	44	42	104
38025	177	44	40	93
38026	213	56	68	89
38027	214	49	52	113
38028	226	47	57	122
38029	239	56	59	124
38030	184	41	50	93
38031	228	55	75	98
38032	190	56	68	66
38033	209	53	67	89
38034	208	55	77	76
38035	241	62	86	93
38036	213	59	57	97
38037	223	64	55	104
38038	201	48	56	97
38039	257	60	90	107
38040	219	61	65	93
38041	218	43	92	83
39001	227	56	75	96
39002	250	150	42	58
39003	249	75	101	73
39004	206	46	74	86
39005	260	80	81	99
39006	255	55	89	111
39007	231	57	89	85
39008	309	62	94	153
39009	251	80	66	105
39010	149	58	62	29
39011	256	51	98	107
39012	330	114	113	103
39013	189	65	67	57
39014	218	64	82	72
39015	256	57	69	130
39016	201	71	61	69
39017	278	71	99	108
39018	241	69	96	76
39019	240	59	97	84
39020	256	60	73	123
39021	189	37	62	90
39022	185	64	61	60
39023	231	49	73	109
39024	273	68	86	119
39025	214	65	89	60
39026	196	50	64	82
39027	47	10	17	20
39028	314	107	106	101
39029	142	64	33	45
39030	308	86	121	101
39031	250	66	74	110
39032	208	83	62	63
39033	254	67	92	95
39034	265	94	83	88
39035	241	69	113	59
39036	80	23	24	33
39037	229	57	75	97
39038	136	29	39	68
39039	142	37	58	47
39040	194	41	56	97
39041	230	54	82	94
39042	240	51	74	115
39043	223	45	86	92
39044	191	50	74	67
39045	236	44	76	116
40001	215	79	64	72
40002	225	73	70	82
40003	330	92	122	116
40004	145	45	40	60
40005	277	84	116	77
40006	303	109	115	79
40007	284	97	113	74
40008	349	109	153	87
40009	214	53	74	87
40010	275	91	76	108
40011	252	74	64	114
40012	192	53	85	54
40013	396	148	147	101
40014	223	75	78	70
40015	241	60	93	88
40016	318	111	120	87
40017	229	59	80	90
40018	221	73	79	69
40019	335	103	99	133
40020	250	70	98	82
40021	323	101	125	97
40022	266	75	105	86
40023	336	111	126	99
40024	193	80	46	67
40025	335	128	143	64
40026	276	83	114	79
40027	385	129	148	108
40028	359	109	138	112
40029	234	64	74	96
40030	219	58	66	95
40031	300	113	130	57
40032	292	96	125	71
40033	277	83	113	81
40034	208	64	68	76
40035	192	72	70	50
40036	235	75	93	67
40037	296	127	92	77
40038	337	111	135	91
40039	81	24	30	27
41001	210	38	51	121
41002	250	39	45	166
41003	202	52	50	100
41004	269	27	45	197
41005	269	48	68	153
41006	310	54	86	170
41007	255	33	64	158
41008	206	35	40	131
41009	227	73	67	87
41010	274	29	47	198
41011	244	39	52	153
41012	215	51	58	106
41013	226	53	51	122
41014	283	50	73	160
41015	293	48	61	184
41016	196	27	55	114
41017	208	30	61	117
41018	200	32	48	120
41019	251	54	81	116
41020	171	28	35	108
41021	217	33	42	142
41022	237	42	51	144
41023	183	34	45	104
41024	188	45	41	102
41025	148	41	30	77
41026	228	40	61	127
41027	161	44	29	88
41028	205	57	63	85
41029	134	33	32	69
41030	235	55	47	133
41031	240	48	60	132
41032	194	41	49	104
41033	212	50	60	102
41034	184	30	36	118
41035	255	42	51	162
41036	209	55	65	89
41037	239	39	50	150
41038	192	63	41	88
41039	244	50	46	148
41040	235	35	30	170
41041	199	38	48	113
41042	213	33	45	135
41043	227	50	48	129
41044	246	32	49	165
41045	203	48	60	95
41046	242	33	54	155
41047	231	44	64	123
42001	180	48	77	55
42002	171	74	57	40
42003	236	94	88	54
42004	277	99	95	83
42005	129	40	52	37
42006	278	92	113	73
42007	210	69	81	60
42008	181	49	61	71
42009	237	86	78	73
42010	236	89	86	61
42011	128	39	49	40
42012	134	49	61	24
42013	223	61	81	81
42014	159	55	46	58
42015	120	40	42	38
42016	188	67	69	52
42017	190	64	75	51
42018	184	68	73	43
42019	191	63	79	49
42020	140	63	51	26
42021	156	51	67	38
42022	106	35	53	18
42023	140	52	62	26
42024	173	47	77	49
42025	187	79	65	43
42026	197	75	68	54
42027	187	60	63	64
42028	281	99	108	74
42029	175	64	68	43
42030	155	46	70	39
42031	200	75	75	50
42032	149	53	63	33
42033	249	103	90	56
42034	134	41	58	35
42035	286	100	111	75
42036	231	83	90	58
42037	119	35	37	47
42038	145	49	52	44
42039	171	61	63	47
42040	205	70	90	45
42041	165	55	65	45
42042	254	97	96	61
43001	123	21	61	41
43002	167	55	79	33
43003	193	64	83	46
43004	171	51	88	32
43005	161	32	92	37
43006	117	35	51	31
43007	154	38	67	49
43008	164	52	71	41
43009	238	67	105	66
43010	203	54	115	34
43011	131	46	56	29
43012	121	41	51	29
43013	225	82	82	61
43014	187	52	96	39
43015	172	66	64	42
43016	193	59	82	52
43017	130	43	60	27
43018	191	55	84	52
43019	219	61	98	60
43020	237	84	104	49
43021	207	66	80	61
43022	122	40	44	38
43023	130	45	45	40
43024	131	43	59	29
43025	177	52	92	33
43026	120	35	63	22
43027	182	46	93	43
43028	242	77	103	62
43029	163	56	59	48
43030	283	98	117	68
43031	220	72	81	67
43032	216	66	104	46
43033	194	49	93	52
43034	154	46	81	27
43035	195	60	95	40
43036	109	36	47	26
43037	266	97	109	60
43038	126	31	67	28
43039	250	93	92	65
43040	161	62	62	37
43041	292	91	118	83
43042	150	45	63	42
43043	189	45	94	50
43044	173	58	75	40
43045	132	48	54	30
43046	86	35	25	26
44001	398	135	179	84
44002	227	82	91	54
44003	176	36	97	43
44004	207	41	119	47
44005	263	100	92	71
44006	285	88	145	52
44007	178	58	83	37
44008	274	106	115	53
44009	149	55	66	28
44010	209	73	92	44
44011	209	76	81	52
44012	253	72	133	48
44013	142	37	73	32
44014	183	59	88	36
44015	253	95	105	53
44016	240	78	102	60
44017	344	119	164	61
44018	210	70	91	49
44019	305	104	138	63
44020	227	83	99	45
44021	272	101	116	55
44022	290	97	135	58
44023	206	77	86	43
44024	163	48	85	30
44025	205	88	84	33
44026	282	92	124	66
44027	239	77	104	58
44028	294	125	107	62
44029	221	78	94	49
44030	222	70	94	58
44031	224	66	97	61
44032	250	96	92	62
44033	292	110	131	51
44034	250	76	117	57
44035	296	98	128	70
44036	244	104	93	47
44037	277	103	126	48
44038	186	59	85	42
44039	189	56	89	44
44040	208	57	101	50
44041	306	114	139	53
45001	218	57	84	77
45002	258	84	96	78
45003	245	84	91	70
45004	312	79	109	124
45005	250	80	88	82
45006	288	75	129	84
45007	326	81	113	132
45008	255	73	89	93
45009	273	75	94	104
45010	282	69	117	96
45011	219	71	64	84
45012	241	62	89	90
45013	231	72	90	69
45014	335	86	113	136
45015	351	73	116	162
45016	234	65	90	79
45017	238	63	77	98
45018	250	60	83	107
45019	135	40	45	50
45020	154	40	51	63
45021	198	46	65	87
45022	206	53	69	84
45023	213	53	65	95
45024	173	28	52	93
45025	142	34	33	75
45026	124	39	30	55
45027	221	34	68	119
45028	178	38	65	75
45029	126	30	42	54
45030	216	69	73	74
45031	175	47	55	73
45032	179	54	58	67
45033	176	49	52	75
45034	259	78	87	94
45035	250	69	83	98
45036	245	67	74	104
45037	211	60	62	89
45038	200	60	61	79
45039	217	62	64	91
45040	231	49	65	117
45041	197	42	50	105
45042	222	57	50	115
45043	194	48	57	89
45044	203	36	68	99
45045	138	16	17	105
45046	156	25	34	97
45047	152	22	40	90
45048	132	25	28	79
46001	208	74	74	60
46002	245	97	87	61
46003	339	122	153	64
46004	269	98	114	57
46005	265	99	101	65
46006	232	78	94	60
46007	307	95	139	73
46008	229	92	74	63
46009	306	119	130	57
46010	352	134	143	75
46011	240	86	94	60
46012	273	96	116	61
46013	264	83	120	61
46014	300	87	98	115
46015	255	78	105	72
46016	300	101	121	78
46017	292	96	135	61
46018	262	111	99	52
46019	173	55	72	46
46020	264	74	105	85
46021	187	70	69	48
46022	189	77	68	44
46023	246	82	82	82
46024	272	85	121	66
46025	257	92	89	76
46026	286	115	118	53
46027	284	113	110	61
46028	282	87	130	65
46029	202	61	84	57
46030	274	100	95	79
46031	256	83	121	52
46032	297	97	111	89
46033	310	107	151	52
46034	289	116	104	69
46035	328	107	116	105
46036	226	73	99	54
46037	186	59	76	51
46038	249	88	91	70
46039	258	88	97	73
46040	251	79	112	60
47001	159	46	67	46
47002	278	63	114	101
47003	294	81	110	103
47004	260	67	75	118
47005	330	84	112	134
47006	294	94	95	105
47007	274	85	94	95
47008	267	64	111	92
47009	193	56	66	71
47010	358	139	126	93
47011	230	81	76	73
47012	281	89	110	82
47013	303	100	120	83
47014	215	64	87	64
47015	397	161	136	100
47016	294	79	119	96
47017	284	91	86	107
47018	262	92	89	81
47019	381	133	154	94
47020	279	82	110	87
47021	267	69	101	97
47022	340	107	125	108
47023	347	127	145	75
47024	254	71	105	78
47025	304	99	111	94
47026	344	140	124	80
47027	236	69	84	83
47028	306	86	110	110
47029	283	89	91	103
47030	356	111	121	124
47031	282	87	107	88
47032	373	93	137	143
47033	245	60	108	77
47034	336	114	134	88
47035	241	69	83	89
47036	356	116	145	95
47037	299	84	123	92
47038	276	86	104	86
47039	283	86	125	72
47040	294	74	140	80
47041	301	85	140	76
47042	269	88	104	77
47043	245	57	102	86
47044	208	70	79	59
47045	294	75	115	104
47046	270	54	107	109
47047	287	82	116	89
47048	34	9	12	13
48001	242	90	95	57
48002	126	31	68	27
48003	367	116	142	109
48004	290	108	116	66
48005	154	33	87	34
48006	362	117	152	93
48007	287	85	137	65
48008	134	51	50	33
48009	183	56	77	50
48010	407	137	200	70
48011	248	87	131	30
48012	341	131	130	80
48013	361	113	149	99
48014	141	50	48	43
48015	182	68	74	40
48016	280	103	102	75
48017	282	109	115	58
48018	238	74	92	72
48019	200	61	95	44
48020	351	127	152	72
48021	340	115	123	102
48022	262	77	113	72
48023	303	70	158	75
48024	287	118	96	73
48025	290	90	129	71
48026	139	40	61	38
48027	380	134	130	116
48028	295	97	115	83
48029	161	35	74	52
48030	289	97	126	66
48031	411	168	118	125
48032	316	111	120	85
48033	171	42	85	44
48034	230	72	119	39
48035	200	59	78	63
48036	183	53	82	48
48037	297	109	116	72
48038	302	91	145	66
48039	228	73	98	57
48040	284	94	124	66
48041	362	146	131	85
48042	370	121	164	85
48043	319	121	127	71
48044	376	150	158	68
48045	259	91	123	45
48046	208	71	86	51
49001	246	75	106	65
49002	217	70	111	36
49003	347	89	176	82
49004	407	105	202	100
49005	311	80	134	97
49006	297	76	156	65
49007	316	111	139	66
49008	248	56	131	61
49009	316	86	165	65
49010	324	95	150	79
49011	400	104	227	69
49012	462	115	250	97
49013	377	86	209	82
49014	270	75	120	75
49015	247	71	108	68
49016	325	92	157	76
49017	213	76	83	54
49018	429	127	229	73
49019	295	57	158	80
49020	509	130	299	80
49021	205	47	87	71
49022	338	92	168	78
49023	431	146	199	86
49024	267	70	129	68
49025	454	117	239	98
49026	346	112	163	71
49027	380	99	196	85
49028	432	131	216	85
49029	387	123	191	73
49030	346	116	152	78
49031	266	76	117	73
49032	363	95	173	95
49033	296	84	133	79
50001	149	41	59	49
50002	118	38	38	42
50003	165	48	69	48
50004	218	60	107	51
50005	85	28	34	23
50006	238	65	100	73
50007	287	79	125	83
50008	214	55	89	70
50009	181	61	69	51
50010	163	48	67	48
50011	70	21	27	22
50012	87	19	34	34
50013	282	85	112	85
50014	58	18	28	12
50015	283	100	110	73
50016	63	9	35	19
50017	168	60	62	46
50018	25	4	9	12
50019	159	50	56	53
50020	232	80	85	67
50021	189	56	72	61
50022	140	51	52	37
50023	121	35	34	52
50024	112	34	38	40
50025	122	28	47	47
50026	207	64	78	65
50027	55	13	16	26
50028	246	84	85	77
50029	192	61	69	62
50030	170	53	63	54
50031	276	87	102	87
50032	249	74	95	80
50033	105	23	54	28
50034	262	84	98	80
50035	298	107	102	89
50036	212	55	96	61
50037	229	68	97	64
50038	113	32	47	34
50039	132	41	54	37
50040	117	36	39	42
Barrington 4	49	16	24	9
Barrington 8	0	0	0	0
Barrington 10	215	72	79	64
Barrington 11	0	0	0	0
Berwyn Ward 1 Precinct 1	206	48	84	74
Berwyn Ward 1 Precinct 2	245	68	78	99
Berwyn Ward 1 Precinct 3	389	130	122	137
Berwyn Ward 1 Precinct 4	200	71	55	74
Berwyn Ward 1 Precinct 5	186	55	69	62
Berwyn Ward 2 Precinct 1	164	54	49	61
Berwyn Ward 2 Precinct 2	257	81	63	113
Berwyn Ward 2 Precinct 3	317	110	91	116
Berwyn Ward 2 Precinct 4	422	133	134	155
Berwyn Ward 3 Precinct 1	267	85	83	99
Berwyn Ward 3 Precinct 2	196	64	60	72
Berwyn Ward 3 Precinct 3	186	58	63	65
Berwyn Ward 3 Precinct 4	282	84	102	96
Berwyn Ward 3 Precinct 5	298	100	104	94
Berwyn Ward 4 Precinct 1	207	67	63	77
Berwyn Ward 4 Precinct 2	283	96	85	102
Berwyn Ward 4 Precinct 3	388	117	103	168
Berwyn Ward 4 Precinct 4	193	70	40	83
Berwyn Ward 5 Precinct 1	514	181	140	193
Berwyn Ward 5 Precinct 2	282	89	81	112
Berwyn Ward 5 Precinct 3	238	87	62	89
Berwyn Ward 6 Precinct 1	156	50	50	56
Berwyn Ward 6 Precinct 2	184	73	48	63
Berwyn Ward 6 Precinct 3	266	74	74	118
Berwyn Ward 6 Precinct 4	291	88	68	135
Berwyn Ward 7 Precinct 1	245	71	76	98
Berwyn Ward 7 Precinct 2	253	82	72	99
Berwyn Ward 7 Precinct 3	307	101	76	130
Berwyn Ward 7 Precinct 4	314	98	87	129
Berwyn Ward 8 Precinct 1	470	146	155	169
Berwyn Ward 8 Precinct 2	311	100	88	123
Berwyn Ward 8 Precinct 3	201	68	58	75
Bloom 1	245	99	73	73
Bloom 3	1	1	0	0
Bloom 5	152	39	54	59
Bloom 7	219	65	63	91
Bloom 9	0	0	0	0
Bloom 10	166	33	69	64
Bloom 14	306	81	98	127
Bloom 16	295	70	91	134
Bloom 18	202	59	77	66
Bloom 21	85	12	29	44
Bloom 22	184	47	75	62
Bloom 23	312	72	94	146
Bloom 24	484	132	142	210
Bloom 26	188	53	49	86
Bloom 27	307	86	91	130
Bloom 29	189	40	70	79
Bloom 32	209	72	57	80
Bloom 33	281	70	87	124
Bloom 36	422	115	137	170
Bloom 37	215	58	68	89
Bloom 38	705	157	273	275
Bloom 41	421	119	140	162
Bloom 42	185	62	69	54
Bloom 43	316	66	128	122
Bloom 44	258	83	79	96
Bloom 45	456	122	148	186
Bloom 49	383	84	153	146
Bloom 50	234	109	68	57
Bloom 53	144	49	39	56
Bloom 55	255	61	87	107
Bloom 60	311	76	111	124
Bremen 1	319	85	97	137
Bremen 2	204	59	53	92
Bremen 3	158	44	38	76
Bremen 4	175	38	67	70
Bremen 5	168	39	59	70
Bremen 6	143	38	45	60
Bremen 7	196	49	70	77
Bremen 8	283	57	96	130
Bremen 9	154	43	45	66
Bremen 10	202	47	62	93
Bremen 11	194	48	62	84
Bremen 12	279	70	86	123
Bremen 13	194	57	57	80
Bremen 14	179	45	48	86
Bremen 15	192	50	54	88
Bremen 16	172	41	43	88
Bremen 17	314	76	96	142
Bremen 18	267	66	85	116
Bremen 19	134	21	50	63
Bremen 20	130	29	45	56
Bremen 21	334	102	109	123
Bremen 22	143	38	44	61
Bremen 23	152	42	42	68
Bremen 24	127	32	48	47
Bremen 25	260	62	94	104
Bremen 27	249	67	87	95
Bremen 28	149	42	41	66
Bremen 29	526	103	179	244
Bremen 30	163	38	57	68
Bremen 31	340	89	85	166
Bremen 32	323	70	94	159
Bremen 33	153	37	50	66
Bremen 34	191	41	74	76
Bremen 35	224	49	66	109
Bremen 36	113	28	37	48
Bremen 37	212	56	74	82
Bremen 38	295	71	81	143
Bremen 39	233	73	59	101
Bremen 40	478	123	123	232
Bremen 41	118	30	43	45
Bremen 42	196	61	56	79
Bremen 43	209	62	71	76
Bremen 44	274	68	84	122
Bremen 45	187	54	57	76
Bremen 46	161	46	47	68
Bremen 47	306	87	102	117
Bremen 48	288	66	85	137
Bremen 49	323	93	98	132
Bremen 50	161	46	50	65
Bremen 51	462	118	130	214
Bremen 52	150	42	55	53
Bremen 53	129	45	39	45
Bremen 54	150	42	52	56
Bremen 55	234	59	68	107
Bremen 56	375	91	104	180
Bremen 57	165	34	55	76
Bremen 58	227	48	80	99
Bremen 59	147	38	51	58
Bremen 60	127	39	38	50
Bremen 61	152	32	51	69
Bremen 62	193	54	65	74
Bremen 63	409	89	111	209
Bremen 64	218	40	74	104
Bremen 65	152	34	52	66
Bremen 66	295	83	85	127
Bremen 67	210	49	78	83
Bremen 68	94	23	31	40
Bremen 69	192	53	55	84
Bremen 70	230	67	64	99
Bremen 71	271	59	78	134
Bremen 72	115	27	44	44
Bremen 73	167	44	58	65
Bremen 74	257	65	79	113
Bremen 76	120	37	37	46
Bremen 77	240	64	84	92
Bremen 78	349	80	103	166
Bremen 79	155	36	38	81
Bremen 80	350	70	116	164
Calumet 1	368	85	186	97
Calumet 2	297	85	106	106
Calumet 3	342	70	136	136
Calumet 4	336	57	145	134
Calumet 5	304	56	107	141
Calumet 6	490	127	178	185
Calumet 7	392	89	172	131
Calumet 8	229	54	96	79
Calumet 9	289	50	140	99
Calumet 10	419	97	145	177
Calumet 11	532	121	210	201
Calumet 12	281	58	102	121
Cicero 1	433	122	93	218
Cicero 2	206	54	43	109
Cicero 3	313	90	65	158
Cicero 4	317	86	51	180
Cicero 5	396	99	60	237
Cicero 6	346	87	68	191
Cicero 7	234	70	46	118
Cicero 8	193	49	49	95
Cicero 9	407	100	97	210
Cicero 10	404	121	92	191
Cicero 11	277	91	53	133
Cicero 12	259	84	42	133
Cicero 13	235	53	51	131
Cicero 14	296	81	78	137
Cicero 15	344	104	83	157
Cicero 16	261	80	67	114
Cicero 17	400	131	94	175
Cicero 18	247	85	61	101
Cicero 19	422	149	120	153
Cicero 20	240	71	43	126
Cicero 21	340	132	76	132
Cicero 22	301	58	57	186
Cicero 23	445	125	97	223
Cicero 24	394	114	74	206
Cicero 25	307	86	59	162
Cicero 26	244	61	50	133
Cicero 27	349	103	81	165
Cicero 28	359	109	71	179
Cicero 29	315	96	81	138
Cicero 30	333	112	76	145
Cicero 31	210	66	41	103
Cicero 32	227	57	47	123
Elk Grove 1	155	41	65	49
Elk Grove 2	151	51	48	52
Elk Grove 3	212	57	81	74
Elk Grove 4	196	38	77	81
Elk Grove 5	222	55	93	74
Elk Grove 6	136	50	41	45
Elk Grove 7	174	58	64	52
Elk Grove 8	134	42	51	41
Elk Grove 9	130	34	43	53
Elk Grove 10	241	56	100	85
Elk Grove 11	161	34	61	66
Elk Grove 12	83	20	28	35
Elk Grove 13	180	63	59	58
Elk Grove 14	176	48	70	58
Elk Grove 15	130	39	42	49
Elk Grove 16	167	53	61	53
Elk Grove 17	172	42	63	67
Elk Grove 18	249	48	95	106
Elk Grove 19	199	61	71	67
Elk Grove 20	203	70	60	73
Elk Grove 21	151	38	64	49
Elk Grove 22	153	48	55	50
Elk Grove 23	271	79	100	92
Elk Grove 24	143	46	44	53
Elk Grove 25	138	30	61	47
Elk Grove 26	125	34	40	51
Elk Grove 27	194	48	69	77
Elk Grove 28	183	55	81	47
Elk Grove 29	148	36	42	70
Elk Grove 30	147	37	52	58
Elk Grove 31	130	35	43	52
Elk Grove 32	151	68	37	46
Elk Grove 33	93	26	32	35
Elk Grove 34	266	66	116	84
Elk Grove 35	140	44	38	58
Elk Grove 36	146	46	29	71
Elk Grove 37	234	64	76	94
Elk Grove 38	172	61	62	49
Elk Grove 39	256	92	77	87
Elk Grove 40	183	58	66	59
Elk Grove 41	117	33	48	36
Elk Grove 42	168	59	54	55
Elk Grove 43	130	31	56	43
Elk Grove 44	114	44	43	27
Elk Grove 45	147	26	62	59
Elk Grove 46	93	18	36	39
Elk Grove 47	197	52	71	74
Elk Grove 48	106	22	57	27
Elk Grove 49	211	55	73	83
Elk Grove 50	116	38	44	34
Elk Grove 51	197	56	76	65
Elk Grove 52	109	33	49	27
Evanston Ward 1 Precinct 1	223	117	78	28
Evanston Ward 1 Precinct 2	295	90	159	46
Evanston Ward 1 Precinct 3	299	74	179	46
Evanston Ward 1 Precinct 4	433	88	269	76
Evanston Ward 2 Precinct 1	568	162	309	97
Evanston Ward 2 Precinct 2	305	85	166	54
Evanston Ward 2 Precinct 3	415	115	159	141
Evanston Ward 2 Precinct 4	485	128	229	128
Evanston Ward 2 Precinct 5	351	81	188	82
Evanston Ward 3 Precinct 1	359	78	240	41
Evanston Ward 3 Precinct 2	406	111	232	63
Evanston Ward 3 Precinct 3	391	83	253	55
Evanston Ward 3 Precinct 4	199	40	123	36
Evanston Ward 3 Precinct 5	287	89	143	55
Evanston Ward 3 Precinct 6	306	89	148	69
Evanston Ward 3 Precinct 7	295	78	172	45
Evanston Ward 4 Precinct 1	218	54	125	39
Evanston Ward 4 Precinct 2	346	98	195	53
Evanston Ward 4 Precinct 3	182	60	98	24
Evanston Ward 4 Precinct 4	555	119	348	88
Evanston Ward 4 Precinct 5	179	54	95	30
Evanston Ward 4 Precinct 6	442	132	238	72
Evanston Ward 5 Precinct 1	418	109	185	124
Evanston Ward 5 Precinct 2	394	122	186	86
Evanston Ward 5 Precinct 3	345	81	146	118
Evanston Ward 5 Precinct 4	234	49	91	94
Evanston Ward 6 Precinct 1	476	102	298	76
Evanston Ward 6 Precinct 2	265	64	170	31
Evanston Ward 6 Precinct 3	271	67	162	42
Evanston Ward 6 Precinct 4	344	94	192	58
Evanston Ward 6 Precinct 5	435	106	268	61
Evanston Ward 6 Precinct 6	208	43	127	38
Evanston Ward 6 Precinct 7	409	77	263	69
Evanston Ward 7 Precinct 1	529	111	327	91
Evanston Ward 7 Precinct 2	499	120	298	81
Evanston Ward 7 Precinct 3	165	84	53	28
Evanston Ward 7 Precinct 4	292	54	193	45
Evanston Ward 7 Precinct 5	430	101	267	62
Evanston Ward 7 Precinct 6	62	31	18	13
Evanston Ward 8 Precinct 1	487	118	264	105
Evanston Ward 8 Precinct 2	346	103	154	89
