Precinct	total_votes	votes|YES	votes|NO
01001	708	522	186
01002	568	461	107
01003	807	523	284
01004	800	533	267
01005	740	452	288
01006	619	419	200
01007	478	352	126
01008	585	408	177
01009	480	356	124
01010	881	549	332
01011	788	561	227
01012	832	611	221
01013	335	242	93
01014	657	427	230
01015	618	450	168
01016	720	552	168
01017	593	459	134
01018	657	543	114
01019	785	607	178
01020	520	430	90
01021	1018	649	369
01022	452	321	131
01023	854	699	155
01024	609	473	136
01025	650	514	136
01026	429	346	83
01027	762	492	270
01028	212	158	54
01029	884	566	318
01030	762	583	179
01031	613	442	171
01032	653	438	215
01033	774	483	291
01034	515	409	106
01035	867	563	304
01036	800	502	298
01037	721	469	252
01038	651	473	178
01039	573	364	209
01040	621	406	215
01041	386	312	74
01042	218	146	72
01043	428	316	112
01044	625	469	156
02001	792	558	234
02002	479	282	197
02003	800	518	282
02004	697	520	177
02005	840	578	262
02006	734	502	232
02007	656	417	239
02008	884	604	280
02009	692	313	379
02010	503	217	286
02011	686	328	358
02012	586	358	228
02013	534	294	240
02014	691	470	221
02015	628	445	183
02016	662	460	202
02017	767	521	246
02018	608	366	242
02019	450	218	232
02020	912	475	437
02021	734	513	221
02022	745	315	430
02023	437	170	267
02024	629	274	355
02025	799	521	278
02026	617	310	307
02027	600	280	320
02028	778	442	336
02029	754	425	329
02030	564	278	286
02031	753	369	384
02032	583	286	297
02033	956	488	468
02034	498	223	275
02035	926	464	462
02036	774	400	374
02037	570	340	230
02038	612	283	329
02039	481	276	205
02040	965	565	400
02041	829	432	397
02042	767	475	292
02043	944	425	519
02044	402	203	199
02045	789	461	328
02046	394	199	195
03001	769	663	106
03002	564	487	77
03003	490	411	79
03004	597	501	96
03005	316	260	56
03006	905	490	415
03007	325	269	56
03008	429	362	67
03009	631	520	111
03010	268	228	40
03011	607	520	87
03012	508	427	81
03013	746	490	256
03014	704	506	198
03015	525	443	82
03016	450	381	69
03017	895	705	190
03018	749	613	136
03019	777	397	380
03020	576	501	75
03021	681	420	261
03022	909	569	340
03023	470	382	88
03024	469	414	55
03025	1158	566	592
03026	739	422	317
03027	819	470	349
03028	338	303	35
03029	596	503	93
03030	478	425	53
03031	647	556	91
03032	1014	686	328
03033	814	544	270
03034	958	686	272
03035	309	258	51
03036	270	239	31
03037	499	426	73
03038	396	350	46
03039	1257	820	437
03040	630	477	153
03041	404	318	86
04001	888	767	121
04002	869	588	281
04003	473	415	58
04004	752	623	129
04005	596	488	108
04006	673	555	118
04007	731	618	113
04008	627	538	89
04009	610	545	65
04010	735	606	129
04011	585	501	84
04012	742	651	91
04013	894	647	247
04014	582	492	90
04015	650	562	88
04016	1144	809	335
04017	756	558	198
04018	558	486	72
04019	432	376	56
04020	533	392	141
04021	721	540	181
04022	582	446	136
04023	755	678	77
04024	559	454	105
04025	827	569	258
04026	539	461	78
04027	814	720	94
04028	526	442	84
04029	577	518	59
04030	786	671	115
04031	558	489	69
04032	659	544	115
04033	574	465	109
04034	514	425	89
04035	658	559	99
04036	715	590	125
04037	1225	852	373
04038	642	540	102
05001	498	433	65
05002	405	353	52
05003	599	524	75
05004	729	662	67
05005	496	439	57
05006	433	373	60
05007	558	481	77
05008	617	510	107
05009	674	579	95
05010	443	380	63
05011	555	491	64
05012	349	309	40
05013	482	410	72
05014	429	363	66
05015	549	469	80
05016	503	422	81
05017	446	399	47
05018	531	473	58
05019	531	456	75
05020	616	540	76
05021	561	475	86
05022	665	549	116
05023	991	832	159
05024	706	616	90
05025	494	423	71
05026	540	470	70
05027	605	476	129
05028	559	454	105
05029	567	506	61
05030	344	302	42
05031	408	348	60
05032	605	533	72
05033	546	483	63
05034	624	497	127
05035	729	642	87
05036	353	299	54
05037	595	520	75
05038	510	449	61
05039	477	382	95
05040	419	349	70
05041	256	223	33
06001	461	404	57
06002	456	405	51
06003	451	393	58
06004	296	246	50
06005	312	270	42
06006	515	433	82
06007	445	378	67
06008	450	394	56
06009	418	372	46
06010	311	262	49
06011	388	355	33
06012	319	270	49
06013	313	266	47
06014	412	364	48
06015	371	306	65
06016	463	415	48
06017	294	244	50
06018	308	267	41
06019	361	313	48
06020	285	252	33
06021	207	186	21
06022	292	243	49
06023	247	220	27
06024	234	200	34
06025	233	209	24
06026	315	258	57
06027	265	215	50
06028	203	176	27
06029	451	380	71
06030	368	313	55
06031	447	362	85
06032	433	389	44
06033	415	357	58
06034	435	386	49
06035	404	332	72
06036	472	411	61
06037	463	394	69
06038	471	402	69
06039	353	303	50
06040	386	335	51
06041	443	373	70
06042	430	358	72
06043	412	362	50
06044	487	420	67
06045	439	386	53
06046	330	286	44
06047	312	276	36
06048	411	361	50
07001	451	382	69
07002	407	344	63
07003	404	350	54
07004	414	365	49
07005	387	318	69
07006	535	453	82
07007	382	324	58
07008	309	268	41
07009	698	593	105
07010	471	409	62
07011	453	391	62
07012	411	351	60
07013	261	219	42
07014	466	399	67
07015	405	351	54
07016	402	345	57
07017	331	292	39
07018	395	345	50
07019	406	345	61
07020	315	268	47
07021	312	263	49
07022	358	297	61
07023	377	328	49
07024	354	295	59
07025	323	260	63
07026	323	281	42
07027	325	284	41
07028	311	262	49
07029	371	308	63
07030	329	268	61
07031	317	268	49
07032	509	441	68
07033	496	436	60
07034	508	449	59
07035	441	376	65
07036	501	429	72
07037	408	352	56
07038	374	321	53
07039	367	322	45
07040	358	313	45
07041	399	343	56
07042	381	334	47
07043	403	339	64
07044	362	308	54
07045	411	346	65
07046	124	107	17
08001	364	316	48
08002	412	356	56
08003	468	399	69
08004	465	408	57
08005	455	391	64
08006	417	360	57
08007	480	407	73
08008	427	380	47
08009	282	243	39
08010	528	464	64
08011	347	282	65
08012	358	303	55
08013	482	419	63
08014	345	291	54
08015	386	321	65
08016	131	113	18
08017	358	324	34
08018	398	343	55
08019	451	391	60
08020	489	417	72
08021	565	490	75
08022	395	335	60
08023	340	287	53
08024	242	205	37
08025	411	342	69
08026	362	304	58
08027	460	388	72
08028	432	373	59
08029	477	410	67
08030	480	424	56
08031	337	284	53
08032	343	298	45
08033	342	295	47
08034	396	337	59
08035	487	414	73
08036	417	363	54
08037	341	300	41
08038	302	265	37
08039	410	360	50
08040	351	285	66
08041	456	372	84
08042	546	482	64
08043	246	216	30
08044	311	256	55
08045	366	312	54
08046	325	286	39
08047	357	310	47
08048	374	327	47
08049	402	349	53
08050	420	366	54
08051	415	354	61
08052	519	460	59
08053	258	222	36
08054	363	314	49
08055	317	269	48
08056	443	389	54
09001	398	338	60
09002	321	270	51
09003	276	230	46
09004	321	274	47
09005	406	348	58
09006	374	330	44
09007	318	266	52
09008	431	359	72
09009	476	409	67
