Precinct	total_votes	votes|Yes	votes|No
01001	478	283	195
01002	516	293	223
01003	632	440	192
01004	610	418	192
01005	573	391	182
01006	514	336	178
01007	388	253	135
01008	461	299	162
01009	399	247	152
01010	652	454	198
01011	589	426	163
01012	614	419	195
01013	229	151	78
01014	533	371	162
01015	461	316	145
01016	494	302	192
01017	450	260	190
01018	548	338	210
01019	599	396	203
01020	410	239	171
01021	633	462	171
01022	339	217	122
01023	706	420	286
01024	458	288	170
01025	501	349	152
01026	380	210	170
01027	572	365	207
01028	149	89	60
01029	507	322	185
01030	589	339	250
01031	528	343	185
01032	528	366	162
01033	584	399	185
01034	466	307	159
01035	646	413	233
01036	584	412	172
01037	557	374	183
01038	540	353	187
01039	452	314	138
01040	523	356	167
01041	283	166	117
01042	171	96	75
01043	352	217	135
01044	425	267	158
02001	602	426	176
02002	456	341	115
02003	646	449	197
02004	481	322	159
02005	678	456	222
02006	555	382	173
02007	534	388	146
02008	655	461	194
02009	501	384	117
02010	494	381	113
02011	593	478	115
02012	527	359	168
02013	533	415	118
02014	509	339	170
02015	524	369	155
02016	505	356	149
02017	631	423	208
02018	552	398	154
02019	391	298	93
02020	654	511	143
02021	552	371	181
02022	625	487	138
02023	401	321	80
02024	531	401	130
02025	614	430	184
02026	496	378	118
02027	529	395	134
02028	643	480	163
02029	632	446	186
02030	489	364	125
02031	724	528	196
02032	509	365	144
02033	813	594	219
02034	473	370	103
02035	743	554	189
02036	447	329	118
02037	497	370	127
02038	535	412	123
02039	389	293	96
02040	578	386	192
02041	598	463	135
02042	624	425	199
02043	777	560	217
02044	380	272	108
02045	531	362	169
02046	353	272	81
03001	628	335	293
03002	572	314	258
03003	430	254	176
03004	586	279	307
03005	395	218	177
03006	683	486	197
03007	386	215	171
03008	521	294	227
03009	565	283	282
03010	227	115	112
03011	542	259	283
03012	498	250	248
03013	673	504	169
03014	491	322	169
03015	563	306	257
03016	555	297	258
03017	683	413	270
03018	776	444	332
03019	654	468	186
03020	556	321	235
03021	593	390	203
03022	769	519	250
03023	500	276	224
03024	475	267	208
03025	917	691	226
03026	665	475	190
03027	716	503	213
03028	323	173	150
03029	626	364	262
03030	532	281	251
03031	671	345	326
03032	625	416	209
03033	678	438	240
03034	699	476	223
03035	257	141	116
03036	339	207	132
03037	510	292	218
03038	421	240	181
03039	770	554	216
03040	627	378	249
03041	417	243	174
04001	671	411	260
04002	692	491	201
04003	517	295	222
04004	728	381	347
04005	541	272	269
04006	626	365	261
04007	428	223	205
04008	633	330	303
04009	603	293	310
04010	631	305	326
04011	606	320	286
04012	619	317	302
04013	631	411	220
04014	554	277	277
04015	676	353	323
04016	802	553	249
04017	728	509	219
04018	494	267	227
04019	528	301	227
04020	493	323	170
04021	734	469	265
04022	545	335	210
04023	683	391	292
04024	497	283	214
04025	626	446	180
04026	532	295	237
04027	617	359	258
04028	521	240	281
04029	572	295	277
04030	780	442	338
04031	525	253	272
04032	597	311	286
04033	590	337	253
04034	484	275	209
04035	651	307	344
04036	628	333	295
04037	897	618	279
04038	575	270	305
05001	519	264	255
05002	451	196	255
05003	507	297	210
05004	636	349	287
05005	498	295	203
05006	446	238	208
05007	494	255	239
05008	513	345	168
05009	598	330	268
05010	469	253	216
05011	537	317	220
05012	422	217	205
05013	464	235	229
05014	435	200	235
05015	506	272	234
05016	473	239	234
05017	466	284	182
05018	484	260	224
05019	487	295	192
05020	572	299	273
05021	534	306	228
05022	578	370	208
05023	889	538	351
05024	559	330	229
05025	488	240	248
05026	578	293	285
05027	622	422	200
05028	546	263	283
05029	585	282	303
05030	434	232	202
05031	456	223	233
05032	566	261	305
05033	540	270	270
05034	594	413	181
05035	523	310	213
05036	336	182	154
05037	511	328	183
05038	527	265	262
05039	418	277	141
05040	405	199	206
05041	266	163	103
06001	480	251	229
06002	442	201	241
06003	450	230	220
06004	379	221	158
06005	372	189	183
06006	419	180	239
06007	470	230	240
06008	468	241	227
06009	481	270	211
06010	345	188	157
06011	417	238	179
06012	409	254	155
06013	340	169	171
06014	462	226	236
06015	447	266	181
06016	447	195	252
06017	354	208	146
06018	341	231	110
06019	448	226	222
06020	345	187	158
06021	329	205	124
06022	369	214	155
06023	270	154	116
06024	269	157	112
06025	276	129	147
06026	393	221	172
06027	315	158	157
06028	286	168	118
06029	459	191	268
06030	429	215	214
06031	450	197	253
06032	430	221	209
06033	459	232	227
06034	476	239	237
06035	399	185	214
06036	455	244	211
06037	451	196	255
06038	472	218	254
06039	419	217	202
06040	409	193	216
06041	449	211	238
06042	485	246	239
06043	398	187	211
06044	501	264	237
06045	502	219	283
06046	329	164	165
06047	360	197	163
06048	466	234	232
07001	383	207	176
07002	453	240	213
07003	434	203	231
07004	410	196	214
07005	367	199	168
07006	570	283	287
07007	441	249	192
07008	366	194	172
07009	724	335	389
07010	481	219	262
07011	509	268	241
07012	421	210	211
07013	273	141	132
07014	486	274	212
07015	420	194	226
07016	368	179	189
07017	385	210	175
07018	432	243	189
07019	419	202	217
07020	333	174	159
07021	390	198	192
07022	350	195	155
07023	424	209	215
07024	349	169	180
07025	444	265	179
07026	323	169	154
07027	359	178	181
07028	349	189	160
07029	315	153	162
07030	354	182	172
07031	293	167	126
07032	571	249	322
07033	504	230	274
07034	467	223	244
07035	427	197	230
07036	514	253	261
07037	449	222	227
07038	397	215	182
07039	396	199	197
07040	387	185	202
07041	415	191	224
07042	394	197	197
07043	412	197	215
07044	387	192	195
07045	479	223	256
07046	144	87	57
08001	379	193	186
08002	412	220	192
08003	450	203	247
08004	473	215	258
08005	463	225	238
08006	456	222	234
08007	482	225	257
08008	397	201	196
08009	299	123	176
08010	510	219	291
08011	415	218	197
08012	275	124	151
08013	504	258	246
08014	454	242	212
08015	454	228	226
08016	173	78	95
08017	368	181	187
08018	459	264	195
08019	480	214	266
08020	475	240	235
08021	599	297	302
08022	421	205	216
08023	418	237	181
08024	279	137	142
08025	458	226	232
08026	457	252	205
08027	469	209	260
08028	462	219	243
08029	520	268	252
08030	469	229	240
08031	372	183	189
08032	369	200	169
08033	373	219	154
08034	415	194	221
08035	446	215	231
08036	474	238	236
08037	353	159	194
08038	308	154	154
08039	467	237	230
08040	351	146	205
08041	485	225	260
08042	474	228	246
08043	247	135	112
08044	301	156	145
08045	496	258	238
08046	353	176	177
08047	359	185	174
08048	449	225	224
08049	384	178	206
08050	428	199	229
08051	468	212	256
08052	564	234	330
08053	250	122	128
08054	415	217	198
08055	345	182	163
08056	460	208	252
09001	434	206	228
09002	407	245	162
09003	429	263	166
09004	356	182	174
09005	379	166	213
09006	423	207	216
09007	321	188	133
09008	498	249	249
09009	478	237	241
09010	316	161	155
09011	339	193	146
09012	502	258	244
09013	447	206	241
09014	507	247	260
09015	553	354	199
09016	394	185	209
09017	394	229	165
09018	307	156	151
09019	423	206	217
09020	435	223	212
09021	383	202	181
09022	446	208	238
09023	468	237	231
09024	415	215	200
09025	435	208	227
09026	625	344	281
09027	393	189	204
09028	339	192	147
09029	413	232	181
09030	376	194	182
09031	358	179	179
09032	418	209	209
09033	389	219	170
09034	377	198	179
09035	413	206	207
09036	396	190	206
09037	525	296	229
09038	456	240	216
09039	465	236	229
09040	445	198	247
09041	344	166	178
09042	436	203	233
09043	446	225	221
09044	367	192	175
09045	394	209	185
09046	458	236	222
09047	457	206	251
09048	454	213	241
09049	442	197	245
09050	539	259	280
09051	407	168	239
10001	416	234	182
10002	393	249	144
10003	407	256	151
10004	404	246	158
10005	341	205	136
10006	347	201	146
10007	329	195	134
10008	329	199	130
10009	394	256	138
10010	449	267	182
10011	518	309	209
10012	298	183	115
10013	421	244	177
10014	542	326	216
10015	827	428	399
10016	343	214	129
10017	557	332	225
10018	301	191	110
10019	455	256	199
10020	454	278	176
10021	447	257	190
10022	281	172	109
10023	387	228	159
10024	438	293	145
10025	131	79	52
10026	347	195	152
10027	459	269	190
10028	478	282	196
10029	413	246	167
10030	387	226	161
10031	345	205	140
10032	408	243	165
10033	290	168	122
10034	327	193	134
10035	434	272	162
10036	98	59	39
11001	498	338	160
11002	70	24	46
11003	420	262	158
11004	422	275	147
11005	633	388	245
11006	706	473	233
11007	787	459	328
11008	443	287	156
11009	409	273	136
11010	423	293	130
11011	529	373	156
11012	629	401	228
11013	595	390	205
11014	251	170	81
11015	171	120	51
11016	295	204	91
11017	547	354	193
11018	366	237	129
11019	593	373	220
11020	330	220	110
11021	592	370	222
11022	566	370	196
11023	281	176	105
11024	552	361	191
11025	542	359	183
11026	559	369	190
11027	188	131	57
11028	235	142	93
11029	543	358	185
11030	248	174	74
11031	469	316	153
11032	225	145	80
11033	533	355	178
11034	144	101	43
11035	130	101	29
11036	213	135	78
11037	136	78	58
11038	236	143	93
12001	462	287	175
12002	240	157	83
12003	537	336	201
12004	434	269	165
12005	389	245	144
12006	439	270	169
12007	437	265	172
12008	460	297	163
12009	368	225	143
12010	490	275	215
12011	440	273	167
12012	472	287	185
12013	464	298	166
12014	394	201	193
12015	390	236	154
12016	400	252	148
12017	477	290	187
12018	399	224	175
12019	416	260	156
12020	566	348	218
12021	462	276	186
12022	387	225	162
12023	458	291	167
13001	336	225	111
13002	337	219	118
13003	309	176	133
13004	413	269	144
13005	447	277	170
13006	373	241	132
13007	291	153	138
13008	319	195	124
13009	400	244	156
13010	347	221	126
13011	406	286	120
13012	346	201	145
13013	366	252	114
13014	399	257	142
13015	568	335	233
13016	285	185	100
13017	376	253	123
13018	328	215	113
13019	422	237	185
13020	254	167	87
13021	435	298	137
13022	404	274	130
13023	336	218	118
13024	370	231	139
13025	387	254	133
13026	408	244	164
13027	366	237	129
13028	308	187	121
13029	327	205	122
13030	316	186	130
13031	400	260	140
13032	331	226	105
13033	350	245	105
13034	438	263	175
13035	345	212	133
13036	255	165	90
13037	429	276	153
13038	330	233	97
13039	379	226	153
13040	310	192	118
13041	448	265	183
13042	380	267	113
13043	398	256	142
13044	400	235	165
13045	427	285	142
13046	483	292	191
13047	460	281	179
13048	335	240	95
14001	474	309	165
14002	534	350	184
14003	480	283	197
14004	419	278	141
14005	580	346	234
14006	213	123	90
14007	524	328	196
14008	490	300	190
14009	488	318	170
14010	298	175	123
14011	241	129	112
14012	453	270	183
14013	352	226	126
14014	435	289	146
14015	485	316	169
14016	315	194	121
14017	351	213	138
14018	180	112	68
14019	431	277	154
14020	297	172	125
14021	413	276	137
14022	536	333	203
14023	332	215	117
14024	476	323	153
14025	284	174	110
14026	314	181	133
14027	408	249	159
14028	330	194	136
14029	340	188	152
14030	255	155	100
14031	262	151	111
15001	401	248	153
15002	293	169	124
15003	321	174	147
15004	415	264	151
15005	394	224	170
15006	462	293	169
15007	306	184	122
15008	381	224	157
15009	525	322	203
15010	577	344	233
15011	535	309	226
15012	507	318	189
15013	409	246	163
15014	395	227	168
15015	371	208	163
15016	453	254	199
15017	326	177	149
15018	312	168	144
15019	383	211	172
15020	244	123	121
15021	309	188	121
15022	358	185	173
15023	375	227	148
15024	326	177	149
16001	472	272	200
16002	403	216	187
16003	331	180	151
16004	368	211	157
16005	204	111	93
16006	346	178	168
16007	342	183	159
16008	283	161	122
16009	410	229	181
16010	320	189	131
16011	383	226	157
16012	282	159	123
16013	434	244	190
16014	345	197	148
16015	411	220	191
16016	359	200	159
16017	428	247	181
16018	354	216	138
16019	377	204	173
16020	320	167	153
16021	314	175	139
16022	348	179	169
16023	419	226	193
16024	221	130	91
16025	404	222	182
16026	319	185	134
16027	321	185	136
16028	351	222	129
16029	343	181	162
16030	337	194	143
16031	407	238	169
16032	437	259	178
16033	269	142	127
16034	327	176	151
16035	455	249	206
16036	190	102	88
17001	402	218	184
17002	402	227	175
17003	465	255	210
17004	530	306	224
17005	318	179	139
17006	413	218	195
17007	377	212	165
17008	399	217	182
17009	334	171	163
17010	543	293	250
17011	338	196	142
17012	549	310	239
17013	349	200	149
17014	445	263	182
17015	495	275	220
17016	439	244	195
17017	419	227	192
17018	430	194	236
17019	283	164	119
17020	495	237	258
17021	431	224	207
17022	381	220	161
17023	275	130	145
17024	457	252	205
17025	327	186	141
17026	412	184	228
17027	418	237	181
17028	335	199	136
17029	400	210	190
17030	395	228	167
17031	300	173	127
17032	391	243	148
17033	293	159	134
17034	335	187	148
17035	336	183	153
17036	414	225	189
17037	368	204	164
17038	448	226	222
17039	390	228	162
17040	424	192	232
17041	493	263	230
18001	389	220	169
18002	430	236	194
18003	386	216	170
18004	446	197	249
18005	320	157	163
18006	397	242	155
18007	465	264	201
18008	428	196	232
18009	404	203	201
18010	538	278	260
18011	366	206	160
18012	405	210	195
18013	455	237	218
18014	420	207	213
18015	499	284	215
18016	406	189	217
18017	441	221	220
18018	341	166	175
18019	425	212	213
18020	356	191	165
18021	523	254	269
18022	454	228	226
18023	401	217	184
18024	429	250	179
18025	450	247	203
18026	496	217	279
18027	362	192	170
18028	422	258	164
18029	464	247	217
18030	483	307	176
18031	430	247	183
18032	439	208	231
18033	318	159	159
18034	489	246	243
18035	461	217	244
18036	466	249	217
18037	477	228	249
18038	373	174	199
18039	383	224	159
18040	501	279	222
18041	494	222	272
18042	407	208	199
18043	293	183	110
18044	364	224	140
18045	427	249	178
18046	482	266	216
18047	371	179	192
18048	351	191	160
18049	301	144	157
18050	362	207	155
19001	424	293	131
19002	604	343	261
19003	361	257	104
19004	537	364	173
19005	484	298	186
19006	482	326	156
19007	449	304	145
19008	529	370	159
19009	367	259	108
19010	554	374	180
19011	476	329	147
19012	395	268	127
19013	569	285	284
19014	520	318	202
19015	618	405	213
19016	499	326	173
19017	436	286	150
19018	425	301	124
19019	574	363	211
19020	410	238	172
19021	495	328	167
19022	493	338	155
19023	462	329	133
19024	342	241	101
19025	438	309	129
19026	487	351	136
19027	449	251	198
19028	540	257	283
19029	502	336	166
19030	454	309	145
19031	422	297	125
19032	415	288	127
19033	499	327	172
19034	434	307	127
19035	420	275	145
19036	642	336	306
19037	440	248	192
19038	407	221	186
19039	212	98	114
19040	501	326	175
19041	448	309	139
19042	366	223	143
19043	635	290	345
19044	525	350	175
19045	467	322	145
19046	477	359	118
19047	661	343	318
19048	587	286	301
19049	555	274	281
19050	399	252	147
19051	529	369	160
19052	556	372	184
19053	445	306	139
19054	389	260	129
19055	397	267	130
19056	503	318	185
19057	402	259	143
20001	465	275	190
20002	184	117	67
20003	369	198	171
20004	229	128	101
20005	474	245	229
20006	216	129	87
20007	478	265	213
20008	412	221	191
20009	569	294	275
20010	393	210	183
20011	392	230	162
20012	323	180	143
20013	215	116	99
20014	232	135	97
20015	467	278	189
20016	485	294	191
20017	269	160	109
20018	354	192	162
20019	469	271	198
20020	399	213	186
20021	379	225	154
20022	402	201	201
20023	499	289	210
20024	431	243	188
20025	343	190	153
20026	466	252	214
20027	226	116	110
20028	281	160	121
20029	509	271	238
20030	224	126	98
20031	527	262	265
20032	418	235	183
20033	332	192	140
20034	608	337	271
20035	398	244	154
20036	173	104	69
20037	126	66	60
20038	190	103	87
20039	54	36	18
21001	433	206	227
21002	374	214	160
21003	436	223	213
21004	423	237	186
21005	474	218	256
21006	397	207	190
21007	394	198	196
21008	467	231	236
21009	469	219	250
21010	421	209	212
21011	387	195	192
21012	418	199	219
21013	451	242	209
21014	497	217	280
21015	402	208	194
21016	396	195	201
21017	419	244	175
21018	475	233	242
21019	455	226	229
21020	388	199	189
21021	382	199	183
21022	413	197	216
21023	408	197	211
21024	426	189	237
21025	352	162	190
21026	469	266	203
21027	406	210	196
21028	553	309	244
21029	488	252	236
21030	365	194	171
21031	302	138	164
21032	435	218	217
21033	431	218	213
21034	455	243	212
21035	429	219	210
21036	463	246	217
21037	371	185	186
21038	451	233	218
21039	374	191	183
21040	363	191	172
21041	413	203	210
21042	477	237	240
21043	449	235	214
21044	441	207	234
21045	415	211	204
21046	465	227	238
21047	432	230	202
21048	401	221	180
21049	472	212	260
21050	380	208	172
21051	408	204	204
21052	469	222	247
21053	352	167	185
21054	365	201	164
22001	247	123	124
22002	481	281	200
22003	571	350	221
22004	328	197	131
22005	333	208	125
22006	408	232	176
22007	296	173	123
22008	551	334	217
22009	340	206	134
22010	540	326	214
22011	335	205	130
22012	382	239	143
22013	412	237	175
22014	339	186	153
22015	403	240	163
22016	331	200	131
22017	434	266	168
22018	416	250	166
22019	237	134	103
22020	419	228	191
22021	496	276	220
22022	357	180	177
22023	519	288	231
22024	471	268	203
22025	387	234	153
23001	391	258	133
23002	394	268	126
23003	394	261	133
23004	449	301	148
23005	425	259	166
23006	447	270	177
23007	390	214	176
23008	474	306	168
23009	377	228	149
23010	497	307	190
23011	485	318	167
23012	394	275	119
23013	371	210	161
23014	362	241	121
23015	375	222	153
23016	382	265	117
23017	315	197	118
23018	367	256	111
23019	358	220	138
23020	297	165	132
23021	400	265	135
23022	399	251	148
23023	404	267	137
23024	369	219	150
23025	428	273	155
23026	401	258	143
23027	361	247	114
23028	399	279	120
23029	345	241	104
23030	481	301	180
23031	320	189	131
23032	413	243	170
23033	452	270	182
23034	422	256	166
23035	327	210	117
23036	404	273	131
23037	369	249	120
23038	343	221	122
23039	415	244	171
24001	321	183	138
24002	373	219	154
24003	423	229	194
24004	315	196	119
24005	236	140	96
24006	394	229	165
24007	224	138	86
24008	194	102	92
24009	445	256	189
24010	187	90	97
24011	463	272	191
24012	262	143	119
24013	252	148	104
24014	371	246	125
24015	249	140	109
24016	437	257	180
24017	316	193	123
24018	394	231	163
24019	506	286	220
24020	333	178	155
24021	223	118	105
24022	533	315	218
24023	115	73	42
24024	559	326	233
24025	304	181	123
24026	527	291	236
24027	402	238	164
24028	300	193	107
24029	277	156	121
24030	205	125	80
24031	436	234	202
24032	243	132	111
24033	253	147	106
24034	341	206	135
24035	283	168	115
24036	469	253	216
24037	258	141	117
24038	316	182	134
24039	430	269	161
24040	412	251	161
24041	284	177	107
25001	404	242	162
25002	450	270	180
25003	670	501	169
25004	462	282	180
25005	507	300	207
25006	145	94	51
25007	456	281	175
25008	507	296	211
25009	539	316	223
25010	788	592	196
25011	538	318	220
25012	457	271	186
25013	478	292	186
25014	295	202	93
25015	414	233	181
25016	741	559	182
25017	471	311	160
25018	257	166	91
25019	469	256	213
25020	378	255	123
25021	840	567	273
25022	470	306	164
25023	544	325	219
25024	485	313	172
25025	523	346	177
25026	452	280	172
25027	677	504	173
25028	505	318	187
25029	461	326	135
25030	471	288	183
25031	888	673	215
25032	388	247	141
26001	385	238	147
26002	359	207	152
26003	374	255	119
26004	287	173	114
26005	348	176	172
26006	326	192	134
26007	347	199	148
26008	197	119	78
26009	326	202	124
26010	346	210	136
26011	361	224	137
26012	372	216	156
26013	210	137	73
26014	288	168	120
26015	254	152	102
26016	239	148	91
26017	315	210	105
26018	302	170	132
26019	263	151	112
26020	305	186	119
26021	469	304	165
26022	239	146	93
26023	243	124	119
26024	333	211	122
26025	324	206	118
26026	249	146	103
26027	368	233	135
26028	476	307	169
26029	223	144	79
26030	291	170	121
